q_id,q_status,q_date,ia_date,wd_date,on_date,entity,project_name,developer,utility,county_1,county_2,county_3,state,region,service,poi_name,prop_date,IA_status_raw,IA_status_clean,type_clean,type1,type2,type3,mw1,mw2,mw3
529,operational,2009-10-19,2013-08-27,,2016-01-15,CAISO,FRESHWATER SOLAR GENERATING FACILITY (FKA SWEETWATER PV 20MVA SOLAR GENERATING FACILITY),,PGAE,kings,,,CA,CAISO,Energy Only,Corcoran- Kingsburg #1 115kV line,2013-08-01,Executed,IA Executed,Solar,Solar,,,20.0,,
579,withdrawn,2010-02-01,,,,CAISO,MADERA SOLAR PV I (FKA WHEELER RIDGE SOLAR PV1),,PGAE,madera,,,CA,CAISO,Full Capacity,Borden Sub 230kV bus,2013-05-01,,Feasibility Study,Solar,Solar,,,220.0,,
103,withdrawn,2006-05-02,,2016-12-22,,CAISO,BME OTAY MESA BIOMASS FACILITY,,SDGE,san diego,,,CA,CAISO,,Border Substation 69 kV,2008-12-01,Executed,IA Executed,Other,Steam Turbine,,,27.0,,
820,withdrawn,2011-03-31,,,,CAISO,LIBERTY SOLAR,,PGAE,fresno,,,CA,CAISO,Full Capacity,Mendota Sub 115KV Bus,,,Facility Study,Solar,Solar,,,0.1,,
caiso_c15_440,active,2023-04-17,,,,CAISO,Nathan Creek,,TWE,carbon,,,WY,CAISO,,TWE 230 kV (Wyoming Converter Terminal 230 kV AC side),2030-04-01,,In Progress (unknown study),Wind,Wind,,,935.0,,
caiso_c15_19,active,2023-04-17,,,,CAISO,Broadview,,LSPC,fresno,,,CA,CAISO,,Manning 500kV,2028-09-01,,In Progress (unknown study),Solar+Battery,Solar,Battery,,800.0,480.0,
1022,withdrawn,2014-04-30,,,,CAISO,TESLA WIND BANK,,PGAE,alameda,,,CA,CAISO,Full Capacity,Patterson Pass 230 kV Substation,2016-12-01,,Feasibility Study,Battery,Battery,,,30.0,,
2085,active,2021-04-15,,,,CAISO,SOLSKEN,,SCE,tulare,,,CA,CAISO,Full Capacity,Springville Substation 230 kV,2024-04-15,,Facility Study,Solar+Battery,Solar,Battery,,464.0,345.0,
811,withdrawn,2011-03-31,,,,CAISO,GRAHAM SOLAR FARM I EXPANSION,,PGAE,fresno,,,CA,CAISO,Full Capacity,Schindler Substation 115 KV Bus,2013-06-30,,System Impact Study,Solar,Solar,,,20.0,,
635,withdrawn,2010-07-01,,,,CAISO,CAL SP XII,,PGAE,merced,,,CA,CAISO,Full Capacity,Oro Loma-Canal 70kV,2012-06-15,,Feasibility Study,Solar,Solar,,,20.0,,
398,withdrawn,2008-05-29,,,,CAISO,TGDV #1,,SCE,churchill,,,NV,CAISO,Full Capacity,Control Substation 115kV bus,2012-06-01,,Facility Study,Other,Steam Turbine,,,61.0,,
812,withdrawn,2011-03-31,,,,CAISO,GRAHAM SOLAR FARM II,,PGAE,fresno,,,CA,CAISO,Full Capacity,Schindler Substation 115 KV Bus,2013-06-30,,System Impact Study,Solar,Solar,,,20.0,,
581,operational,2010-02-01,2013-09-05,,2016-08-15,CAISO,HENRIETTA SOLAR (FKA SUNPOWER HENRIETTA SOLAR),,PGAE,kings,,,CA,CAISO,Full Capacity,Henrietta-GWF 115 kV Line,2013-05-01,Executed,IA Executed,Solar,Solar,,,100.0,,
239,operational,2007-07-11,2011-02-22,,2014-02-13,CAISO,CALIFORNIA VALLEY SOLAR RANCH (FKA CARRIZO SOLAR FARM II),,PGAE,san luis obispo,,,CA,CAISO,Full Capacity,Midway-Morro Bay 230kV line,2010-12-01,Executed,IA Executed,Solar,Solar,,,250.0,,
caiso_c15_373,active,2023-04-17,,,,CAISO,Glacier Point,,PGAE,fresno,,,CA,CAISO,,Kingsburg 115kV,2026-12-01,,In Progress (unknown study),Battery,Battery,,,103.0,,
caiso_c15_386,active,2023-04-17,,,,CAISO,Orchard Stand Energy Center,,SCE,tulare,,,CA,CAISO,,Rector Station 230kV,2027-06-01,,In Progress (unknown study),Battery,Battery,,,157.0,,
823,withdrawn,2011-03-31,,,,CAISO,NORTH VALLEY SOLAR,,PGAE,fresno,,,CA,CAISO,Full Capacity,Oro Loma - Panoche 115 KV,,,Facility Study,Solar,Solar,,,0.1,,
814,withdrawn,2011-03-31,,,,CAISO,INSPIRATION SOLAR C,,PGAE,fresno,,,CA,CAISO,Full Capacity,Stroud switching station 70kV,,,Facility Study,Solar,Solar,,,0.1,,
caiso_c15_340,active,2023-04-17,,,,CAISO,Griffin,,PGAE,alameda,,,CA,CAISO,,Kelso 230kV,2028-03-01,,In Progress (unknown study),Solar+Battery,Solar,Battery,,200.0,200.0,
1130,withdrawn,2015-04-30,,,,CAISO,LUNA PRISM (FKA: MOON PRISM 2),,PGAE,fresno,,,CA,CAISO,Energy Only,Tranquility Substation 230kV,,,Facility Study,Battery,Battery,,,20.0,,
1037,withdrawn,2014-04-30,,,,CAISO,NEW HECA,,PGAE,kern,,,CA,CAISO,Full Capacity,Midway-Wheeler Ridge 230 kV,2020-01-01,,System Impact Study,Other,Steam Turbine,,,300.0,,
498,withdrawn,2009-07-31,,2010-11-20,,CAISO,IVANPAH 2 - EXPANSION,,SCE,san bernardino,,,CA,CAISO,Full Capacity,New Ivanpah Substation 115kV,2012-09-30,,Feasibility Study,Other,Steam Turbine,,,20.0,,
494,withdrawn,2009-07-31,,,,CAISO,ORO VERDE SOLAR PROJECT (FKA GATEWAY SOLAR ENERGY PROJECT),,SCE,kern,,,CA,CAISO,Full Capacity,Windhub Substation 230kV,2015-12-01,,Facility Study,Solar,Solar,,,150.0,,
130,withdrawn,2006-09-13,,,,CAISO,MOJAVE SOLAR PARK 2,,SCE,san bernardino,,,CA,CAISO,,Mohave Generating Station,,,Feasibility Study,Other,Steam Turbine,,,565.0,,
481,operational,2009-04-20,,,2012-01-30,CAISO,BVBP REPOWERING PROJECT,,PGAE,amador,,,CA,CAISO,Energy Only,Valley Springs-Martel #2 60kV line,2010-04-01,Executed,IA Executed,Other,Steam Turbine,,,18.0,,
643T,operational,2010-07-31,2013-09-19,,2014-01-01,CAISO,MESQUITE SOLAR 1 (FKA MESQUITE GENERATION),,SDGE,maricopa,,,AZ,CAISO,Full Capacity,Hassayampa Common Bus 500 kV,,Executed,IA Executed,Solar,Solar,,,165.0,,
541,withdrawn,2010-01-05,,,,CAISO,BRANNON SOLAR,,PGAE,fresno,,,CA,CAISO,Energy Only,Panoche-Oro Loma 115kV Line,2012-01-03,,Facility Study,Solar,Solar,,,20.0,,
773,withdrawn,2011-03-31,,,,CAISO,THUNDERHILL SOLAR POWER UNIT 2,,PGAE,glenn,,,CA,CAISO,Full Capacity,Elk Creek 60 KV Tap,2013-06-01,,Feasibility Study,Solar,Solar,,,18.0,,
1023,withdrawn,2014-04-30,,,,CAISO,UMBARGER EVERGREEN ENERGY STORAGE,,PGAE,santa clara,,,CA,CAISO,Full Capacity,Evergreen Substation  60kV,2016-08-01,,System Impact Study,Battery,Battery,,,20.0,,
567,withdrawn,2010-02-01,,2010-12-22,,CAISO,EAGLE MOUNTAIN PUMP STORAGE #2,,SCE,riverside,,,CA,CAISO,Full Capacity,Red Bluff Substation 230kV,2016-06-01,,Feasibility Study,Hydro,Hydro,,,1400.0,,
1109,active,2015-04-30,2017-07-25,,,CAISO,NORTH CENTRAL VALLEY,,PGAE,san joaquin,,,CA,CAISO,Full Capacity,Belotta 115 kV,2021-06-01,Executed,IA Executed,Battery,Battery,,,150.0,,
473,operational,2008-09-12,2010-05-24,,2013-03-08,CAISO,ALPAUGH NORTH PV SOLAR GENERATING FACILITY,,PGAE,tulare,,,CA,CAISO,Full Capacity,Smyrna-Alpaugh 115kV line,2010-05-01,Executed,IA Executed,Solar,Solar,,,20.0,,
caiso_c15_380,active,2023-04-17,,,,CAISO,Tumey Hills Solar,,LSPC,fresno,,,CA,CAISO,,Manning 500kV,2028-05-01,,In Progress (unknown study),Solar+Battery,Solar,Battery,,619.0,619.0,
1587,active,2019-04-15,,,,CAISO,KINGSROAD HYBRID SOLAR,,PGAE,kern,,,CA,CAISO,Energy Only,Arco 230 kV,,Executed,IA Executed,Solar+Battery,Solar,Battery,,102.0,102.0,
12,operational,2002-12-16,,,2006-03-30,CAISO,"SHILOH WIND PARTNERS, LLC",,PGAE,solano,,,CA,CAISO,,Birds Landing Sub 230kV Bus,,Executed,IA Executed,Wind,Wind,,,150.0,,
587,withdrawn,2010-02-01,,,,CAISO,SAN JOAQUIN 1 & 2,,PGAE,fresno,,,CA,CAISO,Energy Only,Gates Substation,2012-09-30,,Feasibility Study,Other,Steam Turbine,,,107.0,,
2064,active,2021-04-15,,,,CAISO,ELION ENERGY STORAGE,,SCE,los angeles,,,CA,CAISO,Full Capacity,Antelope ValleySubstation 230 kV,2024-08-01,,Facility Study,Battery,Battery,,,302.0,,
1102,withdrawn,2015-04-30,,,,CAISO,CORNWALL ENERGY STORAGE,,PGAE,contra costa,,,CA,CAISO,Full Capacity,Pittsburgh - GWF Tap #1 60kV,2018-06-01,,Feasibility Study,Battery,Battery,,,20.0,,
901,operational,2012-04-02,2014-09-25,,2017-01-11,CAISO,WILDWOOD SOLAR 2,,PGAE,kern,,,CA,CAISO,Full Capacity,Semitropic-Midway 115 kV line,,Executed,IA Executed,Solar,Solar,,,15.0,,
827,withdrawn,2011-03-31,,,,CAISO,SAN JOAQUIN SOLAR,,PGAE,san joaquin,,,CA,CAISO,Full Capacity,Bellota - Tesla #2 230 KV,2014-02-28,,Feasibility Study,Solar,Solar,,,100.0,,
1887,active,2021-04-15,,,,CAISO,PRESIDIO,,PGAE,san joaquin,,,CA,CAISO,Full Capacity,Rancho Seco-Bellota #1 230 kV Line,2025-06-01,,Facility Study,Solar+Battery,Solar,Battery,,357.0,357.0,
1895,active,2021-04-15,,,,CAISO,OAKDALE STORAGE,,PGAE,stanislaus,,,CA,CAISO,Full Capacity,Cottle 230 kV,,,Facility Study,Battery,Battery,,,103.0,,
2178,active,2021-04-15,,,,CAISO,BELL BLUFF STORAGE,,SDGE,san diego,,,CA,CAISO,Full Capacity,Suncrest Substation 230 kV,,,Facility Study,Battery,Battery,,,313.0,,
1827,withdrawn,2020-04-15,,,,CAISO,BIG HORN ENERGY STORAGE,,SDGE,imperial,,,CA,CAISO,Full Capacity,Imperial Valley Substation 230kV,2024-07-01,,Feasibility Study,Battery,Battery,,,425.0,,
caiso_c15_444,active,2023-04-17,,,,CAISO,Mesquite Solar 6,,SDGE,maricopa,,,AZ,CAISO,,Hassayampa 500kV,,,In Progress (unknown study),Solar+Battery,Solar,Battery,,150.0,150.0,
293,withdrawn,2008-01-03,,,,CAISO,WELLHEAD POWER PROJECT 5,,PGAE,fresno,,,CA,CAISO,,Helm-Kerman 70kV line,2009-06-01,,Feasibility Study,Gas,Gas,,,5.2,,
caiso_c15_500,active,2023-04-17,,,,CAISO,Horsethief Pumped Storage,,SCE,kern,,,CA,CAISO,,Windhub 230kV,2028-04-01,,In Progress (unknown study),Other Storage,Pumped Storage,,,500.0,,
1641,active,2019-04-15,,,,CAISO,RAMPA,,SCE,san bernardino,,,CA,CAISO,Full Capacity,Etiwanda Substation 230kV,,Executed,IA Executed,Battery,Battery,,,101.0,,
1836,active,2021-04-19,,,,CAISO,BRIX ENERGY STORAGE,,PGAE,sonoma,,,CA,CAISO,Energy Only,Fulton 115 kV,2023-06-01,Executed,IA Executed,Battery,Battery,,,214.0,,
caiso_c15_274,active,2023-04-17,,,,CAISO,Dove Cove,,PGAE,san joaquin,,,CA,CAISO,,Tesla 500kV,2027-06-01,,In Progress (unknown study),Battery,Battery,,,514.0,,
caiso_c15_41,active,2023-04-17,,,,CAISO,Morning Star,,PGAE,fresno,,,CA,CAISO,,Gates 230kV,2028-06-30,,In Progress (unknown study),Solar+Battery,Solar,Battery,,320.0,339.0,
590,operational,2010-02-01,2012-09-25,,,CAISO,CAMPO VERDE SOLAR (FKA USS WIXOM SOLAR 1),,SDGE,imperial,,,CA,CAISO,Full Capacity,Imperial Valley Substation 230 kV,,Executed,IA Executed,Solar,Solar,,,147.0,,
832,withdrawn,2011-03-31,,,,CAISO,STANISLAUS SOLAR,,PGAE,stanislaus,,,CA,CAISO,Full Capacity,Tesla - Miller 115 KV,2014-02-28,,Feasibility Study,Solar,Solar,,,75.0,,
caiso_c15_195,active,2023-04-17,,,,CAISO,Brea Linda Energy Storage,,SCE,los angeles,,,CA,CAISO,,Olinda 230kV,2028-06-01,,In Progress (unknown study),Battery,Battery,,,829.0,,
651A,operational,2010-09-21,2012-08-01,,,CAISO,WEST ANTELOPE SOLAR (FKA: TA - ACACIA),,SCE,los angeles,,,CA,CAISO,Full Capacity,Antlelope Sub 66 kV Bus,2012-06-30,Executed,IA Executed,Solar,Solar,,,20.0,,
1061,operational,2014-04-30,2016-11-11,,2018-06-26,CAISO,VISTA ENERGY STORAGE,,SDGE,san diego,,,CA,CAISO,Full Capacity,Melrose Substation 69 kV,2016-06-01,Executed,IA Executed,Battery,Battery,,,20.0,,
1537,withdrawn,2019-04-05,,,,CAISO,CAMPTONVILLE BIOPOWER1,,PGAE,yuba,,,CA,CAISO,Full Capacity,COLGATE-CHALLENGE 60kV,2022-03-18,,Feasibility Study,Other,Steam Turbine,,,5.5,,
caiso_c15_302,active,2023-04-17,,,,CAISO,South Willow,,PGAE,,,,CA,CAISO,,Rio Oso Sub 230kV,,,In Progress (unknown study),Solar+Battery,Solar,Battery,,400.0,400.0,
caiso_c15_505,active,2023-04-17,,,,CAISO,Valetudo 2 Energy Storage,,PGAE,madera,,,CA,CAISO,,Chowchilla 115kV,2027-12-01,,In Progress (unknown study),Battery,Battery,,,75.0,,
1739,active,2020-04-15,,,,CAISO,PECHO ENERGY STORAGE,,PGAE,san luis obispo,,,CA,CAISO,Partial Capacity,Morro Bay 230 kV,2023-06-01,In Progress,Facility study,Other+Battery,Other,,,520.0,108.0,
302,withdrawn,2008-02-19,,,,CAISO,"LUCERNE VALLEY SOLAR PROJECT, PHASE 1",,SCE,san bernardino,,,CA,CAISO,,Lugo-Pisgah 220kV line,2010-02-01,,Feasibility Study,Solar,Solar,,,200.0,,
899,withdrawn,2012-04-02,,,,CAISO,DUNNIGAN HILLS,,PGAE,yolo,,,CA,CAISO,Full Capacity,Ckt I & 2 Delevan-Vaca and Cortina-Vaca 230 kV lines,2015-08-31,,Feasibility Study,Wind,Wind,,,100.0,,
93,operational,2006-03-01,,,2021-04-26,CAISO,VOYAGER WIND,,SCE,kern,,,CA,CAISO,Full Capacity,Windhub Substation 220kV bus,,Executed,IA Executed,Wind,Wind,,,220.0,,
846,withdrawn,2011-03-31,,,,CAISO,SOLAR FOUR,,SDGE,imperial,,,CA,CAISO,Full Capacity,Imperial Valley 230-kV Substation,2017-04-30,,Feasibility Study,Solar,Solar,,,510.0,,
caiso_c15_529,active,2023-04-17,,,,CAISO,HillRich,,SCE,contra costa,,,CA,CAISO,,Etiwanda 230kV,,,In Progress (unknown study),Battery,Battery,,,500.0,,
1689,withdrawn,2020-04-15,,,,CAISO,CROWSWEST,,PGAE,stanislaus,,,CA,CAISO,Full Capacity,Crow Creek Switching Station 60kV,,,Feasibility Study,Solar+Battery,Solar,Battery,,20.0,10.0,
caiso_c15_540,active,2023-04-17,,,,CAISO,Heartland PV,,PGAE,fresno,,,,CAISO,,Tranquility 230kV,,,In Progress (unknown study),Solar,Solar,,,305.0,,
1462,withdrawn,2018-04-16,,,,CAISO,SEAPORT STORAGE,,PGAE,alameda,,,CA,CAISO,Full Capacity,Oakland Station C 115kV,2022-12-01,,Feasibility Study,Battery,Battery,,,42.0,,
1638,withdrawn,2019-04-15,,,,CAISO,VENTUS RENEWABLE ENERGY CENTER,,SCE,riverside,,,CA,CAISO,Full Capacity,Devers Substation 230kV,,,Feasibility Study,Solar+Wind+Battery,Solar,Wind,Battery,209.0,230.0,205.0
1025,withdrawn,2014-04-30,,,,CAISO,WATT ENERGY STORAGE,,PGAE,solano,,,CA,CAISO,Full Capacity,Jameson Substation 115 kV,2017-01-01,,Feasibility Study,Battery,Battery,,,15.0,,
1613,withdrawn,2019-04-15,,,,CAISO,TRESTLES ENERGY STORAGE,,SCE,los angeles,,,CA,CAISO,Full Capacity,Rio Hondo Substation 220kV,,,Feasibility Study,Battery,Battery,,,434.0,,
caiso_c15_89,active,2023-04-17,,,,CAISO,Lupine Storage,,LSPC,fresno,,,CA,CAISO,,Manning 500kV,2027-06-01,,In Progress (unknown study),Battery,Battery,,,450.0,,
1205,withdrawn,2015-04-30,,,,CAISO,SIENNA,,SCE,san bernardino,,,CA,CAISO,Full Capacity,Coolwater 115kV Substation,,,System Impact Study,Solar+Battery,Solar,Battery,,67.0,67.0,
1026,withdrawn,2014-04-30,,,,CAISO,WEBER GRID STABILIZATION PROJECT,,PGAE,san joaquin,,,CA,CAISO,Full Capacity,Weber Substation 60kV,,,System Impact Study,Battery,Battery,,,25.0,,
caiso_c15_283,active,2023-04-17,,,,CAISO,Township Power Bank Expansion II,,PGAE,sutter,,,CA,CAISO,,Greenleaf 115kV,2028-04-01,,In Progress (unknown study),Battery,Battery,,,41.0,,
597,withdrawn,2010-02-01,,2010-11-20,,CAISO,BIO VERDE PV - VLOT,,PGAE,madera,,,CA,CAISO,Full Capacity,Merced #1 70 kV line (El Nido Bonita segment),,,Feasibility Study,Solar,Solar,,,15.0,,
1995,active,2021-04-15,,,,CAISO,EVEREST ENERGY STORAGE,,PGAE,kern,,,CA,CAISO,Full Capacity,Kern PP 230 kV,2025-01-01,,Facility Study,Battery,Battery,,,202.0,,
1590,withdrawn,2019-04-15,,,,CAISO,NIMITZ 2 GENERATION,,PGAE,san luis obispo,,,CA,CAISO,Full Capacity,Diablo Canyon-Gates 500kV,2026-04-01,,System Impact Study,Offshore Wind+Battery,Offshore Wind,Battery,,1568.0,319.0,
1600,withdrawn,2019-04-15,,,,CAISO,SEAWOLF GENERATION,,PGAE,san luis obispo,,,CA,CAISO,Full Capacity,Midway-Diablo Canyon #2,,,System Impact Study,Wind+Battery,Wind,Battery,,1568.0,319.0,
955,withdrawn,2013-04-30,,,,CAISO,ALGONQUIN POWER SANGER 2,,PGAE,,,,,CAISO,Full Capacity,Sanger Co-gen 115/13.8kV Sub,2014-05-01,Executed,IA Executed,Gas,Gas,,,60.0,48.0,
1A,operational,1999-11-01,,,2009-10-02,CAISO,OTAY MESA GENERATING PROJECT,,SDGE,san diego,,,CA,CAISO,,Otay Mesa Switchyard 230 kV,2002-03-01,Executed,IA Executed,Gas,Gas,,,550.0,,
20,operational,2003-09-04,2010-10-18,,,CAISO,MANZANA WIND,,SCE,kern,,,CA,CAISO,,Whirlwind 220kV,,Executed,IA Executed,Other,Other,,,189.0,,
847,withdrawn,2011-03-31,,,,CAISO,SUN HILL RANCH SOLAR 1,,SCE,san bernardino,,,CA,CAISO,Full Capacity,Kramer-Victor 115kV line,2013-06-30,,System Impact Study,Solar,Solar,,,20.0,,
1084,withdrawn,2014-04-30,,,,CAISO,JOHANNA ENERGY CENTER (FKA JOHANNA ENERGY CENTER LMS),,SCE,orange,,,CA,CAISO,Full Capacity,Johanna Substation 230 kV,2019-03-01,,Feasibility Study,Gas,Gas,,,220.0,,
1967,withdrawn,2021-04-15,,2022-12-28,,CAISO,NORTE VISTA,,PGAE,fresno,,,CA,CAISO,Full Capacity,Gates Substation 230 kV,2024-07-31,,System Impact Study,Solar+Battery,Solar,Battery,,193.0,193.0,
1077,withdrawn,2014-04-30,,,,CAISO,ALAMITOS ENERGY STORAGE,,SCE,los angeles,,,CA,CAISO,Full Capacity,Alamitos Switching Station 220kV,2018-03-01,,System Impact Study,Battery,Battery,,,300.0,,
caiso_c15_502,active,2023-04-17,,,,CAISO,Bear Mountains Pumped Storage,,PGAE,calaveras,,,CA,CAISO,,Bellota Sub 230kV,2028-04-01,,In Progress (unknown study),Other Storage,Pumped Storage,,,510.0,,
1588,withdrawn,2019-04-15,,,,CAISO,LAS BRISAS OFFSHORE WIND,,PGAE,san luis obispo,,,CA,CAISO,Full Capacity,Diablo Canyon Switching Station 500kV,2026-04-01,,Feasibility Study,Offshore Wind,Offshore Wind,,,1188.0,,
1885,withdrawn,2021-04-15,,,,CAISO,LENNY STORAGE,,PGAE,alameda,,,CA,CAISO,Full Capacity,Newark Substation 230 kV,2025-10-01,,Feasibility Study,Battery,Battery,,,159.0,,
1787,withdrawn,2020-04-15,,,,CAISO,LYCKA SOLAR,,SCE,tulare,,,CA,CAISO,Full Capacity,Springville Substation 230kV,2024-04-15,,System Impact Study,Solar+Battery,Solar,Battery,,464.0,123.0,
1251,withdrawn,2016-05-02,,,,CAISO,WARRIORS,,PGAE,fresno,,,CA,CAISO,Full Capacity,Crescent Switching Station 70kV,2019-11-01,,System Impact Study,Solar,Solar,,,42.0,,
1562,withdrawn,2019-04-15,,,,CAISO,NIKOVASTER,,PGAE,stanislaus,,,CA,CAISO,Full Capacity,Tesla-Westley 230kV,2023-04-15,,Feasibility Study,Solar+Battery,Solar,Battery,,244.0,61.0,
851,withdrawn,2011-03-31,,,,CAISO,COYOTE CANYON,,SCE,churchill,,,NV,CAISO,Full Capacity,Control Substation 115kV,2013-08-01,,Feasibility Study,Other,Steam Turbine,,,70.0,,
1662,active,2019-04-15,,,,CAISO,VENTASSO ENERGY STORAGE,,SDGE,san diego,,,CA,CAISO,Full Capacity,El Cajon Substation 69 kV,,Executed,IA Executed,Battery,Battery,,,51.0,,
852,withdrawn,2011-03-31,,,,CAISO,FAVORITO,,SCE,kern,,,CA,CAISO,Full Capacity,Rosamond-Cal Cement 66kV line,2014-06-30,,Feasibility Study,Solar,Solar,,,25.0,,
1726,withdrawn,2020-04-15,,,,CAISO,TORANA HYBRID SOLAR,,PGAE,merced,,,CA,CAISO,Full Capacity,Los Banos Substation 70kV,,,Feasibility Study,Solar+Battery,Solar,Battery,,103.0,103.0,
34,withdrawn,2004-07-19,,,,CAISO,BARREN RIDGE II,,SCE,kern,,,CA,CAISO,,Monolith Substation,2007-07-01,,System Impact Study,Wind,Wind,,,300.0,,
712,withdrawn,2011-03-31,,,,CAISO,HARBOR COGENERATION,,SCE,los angeles,,,CA,CAISO,Full Capacity,Harbor Cogeneration Facility,2015-05-01,,System Impact Study,Gas,Gas,,,28.0,,
709,operational,2011-03-31,2014-08-19,,,CAISO,GOLDEN HILLS 2 WIND,,PGAE,alameda,,,CA,CAISO,Full Capacity,Tesla Sub 115  KV,,Executed,IA Executed,Wind,Wind,,,36.0,,
767,withdrawn,2011-03-31,,,,CAISO,SOLDIER FLAT,,SCE,kern,,,CA,CAISO,Full Capacity,Highwind Substation 230kV bus,2015-07-01,,Feasibility Study,Wind,Wind,,,400.0,,
1235,withdrawn,2016-05-02,,,,CAISO,HUDSON SOLAR 1,,PGAE,fresno,,,CA,CAISO,Energy Only,Panoche Substation 115 kV,,Executed,IA Executed,Solar+Battery,Solar,Battery,,87.0,99.0,
563,withdrawn,2010-02-01,,,,CAISO,PV-11 EXPANSION,,SCE,los angeles,,,CA,CAISO,Full Capacity,Antelope Substation 66kV,2013-06-01,,Feasibility Study,Solar,Solar,,,22.0,,
1756,withdrawn,2020-04-15,,,,CAISO,ASTRA,,SCE,riverside,,,CA,CAISO,Full Capacity,BLYTHE SUBSTATION 161kV,,,Feasibility Study,Solar+Wind+Battery,Solar,Wind,Battery,207.0,207.0,206.0
874,withdrawn,2011-11-15,,,,CAISO,BLYTHE MESA SOLAR II,,SCE,riverside,,,CA,CAISO,Full Capacity,Colorado River Substation 230kV,,,Feasibility Study,Solar,Solar,,,500.0,,
1651,withdrawn,2019-04-15,,,,CAISO,BLACK HILLS PLAYA A SOLAR,,GLW,clark,,,NV,CAISO,Full Capacity,Sloan Canyon Switching Station 230kV,,,Feasibility Study,Solar+Battery,Solar,Battery,,102.0,51.0,
1124,withdrawn,2015-04-30,,,,CAISO,FRESNO SOLAR 1,,PGAE,fresno,,,CA,CAISO,Full Capacity,Helm-Firebaugh 230kV line,,,Feasibility Study,Solar,Solar,,,247.0,,
1994,active,2021-04-15,,,,CAISO,EIGER ENERGY STORAGE,,PGAE,kern,,,CA,CAISO,Full Capacity,Lamont 115 kV,2025-01-01,,Facility Study,Battery,Battery,,,101.0,,
caiso_c15_192,active,2023-04-17,,,,CAISO,Tablerock,,PGAE,fresno,,,CA,CAISO,,Panoche 230kV,2028-12-01,,In Progress (unknown study),Solar+Battery,Solar,Battery,,346.0,390.0,
caiso_c15_190,active,2023-04-17,,,,CAISO,Rana BESS,,PGAE,fresno,,,CA,CAISO,,McMullin Sub 230 kV,2028-12-01,,In Progress (unknown study),Battery,Battery,,,260.0,,
1599,withdrawn,2019-04-15,,,,CAISO,LION ROCK OFFSHORE WIND,,PGAE,san luis obispo,,,CA,CAISO,Full Capacity,Morro Bay Substation 230kV,2026-04-01,,System Impact Study,Offshore Wind,Offshore Wind,,,627.0,,
1114,withdrawn,2015-04-30,,,,CAISO,SAND HILL WIND 2,,PGAE,alameda,,,CA,CAISO,Full Capacity,Tesla to Delta Switching Yard at the Altamont-Midway Substation,2017-06-30,,System Impact Study,Wind,Wind,,,53.0,,
1057,withdrawn,2014-04-30,,,,CAISO,OTAY MESA ENERGY CENTER AGP,,SDGE,san diego,,,CA,CAISO,Full Capacity,Otay Mesa Switchyard 230 kV,2016-05-01,,System Impact Study,Gas,Gas,,,35.0,,
caiso_c15_77,active,2023-04-17,,,,CAISO,Whiptail Solar,,PGAE,fresno,,,CA,CAISO,,Panoche 230kV,2027-10-01,,In Progress (unknown study),Solar+Battery,Solar,Battery,,363.0,362.0,
2050,active,2021-04-15,,,,CAISO,ETERNAL 2,,SCE,riverside,,,CA,CAISO,Full Capacity,Red Bluff Substation 500 kV,2026-12-01,,Facility Study,Battery,Battery,,,1417.0,1434.0,
213,withdrawn,2007-05-09,,2008-11-26,,CAISO,DESERT WIND,,SCE,san bernardino,,,CA,CAISO,,Coolwater 220kV bus,,,Feasibility Study,Wind,Wind,,,180.0,,
860,operational,2011-03-31,,,,CAISO,VASCO WIND PROJECT,,PGAE,contra costa,,,CA,CAISO,Partial Capacity,Lone Tree-Cayetano at the Jackson Substation,2011-12-01,,Facility Study,Wind,Wind,,,3.1,,
1354,withdrawn,2017-05-01,,,,CAISO,EAST-BAY-WIND,,PGAE,alameda,,,CA,CAISO,Energy Only,Tesla Substation 230kV,2020-12-01,In Progress,Facility Study,Wind,Wind,,,153.0,,
238,withdrawn,2007-07-11,,2008-11-26,,CAISO,CARRIZO SOLAR FARM I,,PGAE,san luis obispo,,,CA,CAISO,,Temblor-San Luis Obispo 115kV line,2008-12-01,,Feasibility Study,Solar,Solar,,,45.0,,
208,withdrawn,2007-05-03,,,,CAISO,GV1,,PGAE,alameda,,,CA,CAISO,,Tracy-Herdlyn 69kV line,2008-06-01,,Feasibility Study,Solar,Solar,,,2.0,,
1081,withdrawn,2014-04-30,,,,CAISO,GRAND AVE - BATTERY SYSTEM,,SCE,orange,,,CA,CAISO,Partial Capacity,Johanna Switchyard 230 kV,2018-05-01,,Feasibility Study,Battery,Battery,,,118.0,,
513A,withdrawn,2009-07-31,,,,CAISO,WELLHEAD POWER OTAY MESA,,SDGE,san diego,,,CA,CAISO,,Otay Mesa Energy Center Substation 230 kV,2013-05-01,,Feasibility Study,Gas,Gas,,,190.0,,
865,withdrawn,2011-03-31,,,,CAISO,WELLFIELD SOLAR,,PGAE,kings,,,CA,CAISO,Full Capacity,Hardwick  70 KV sub,2012-07-31,,Feasibility Study,Solar,Solar,,,13.0,,
185,withdrawn,2007-03-06,,,,CAISO,GREEN BORDERS GEOTHERMAL PHASE 2,,SCE,mineral,,,NV,CAISO,,Control Sub,2011-08-01,,System Impact Study,Other,Steam Turbine,,,150.0,,
