q_id,q_status,q_date,ia_date,wd_date,on_date,entity,project_name,developer,utility,county_1,county_2,county_3,state,region,service,poi_name,prop_date,IA_status_raw,IA_status_clean,type_clean,type1,type2,type3,mw1,mw2,mw3
caiso_c15_2,active,2023-04-17,,,,CAISO,RIGHTEOUS ENERGY STORAGE,,SCE,san bernadino,,,CA,CAISO,,Lugo 500kV,2026-06-01,,In Progress (unknown study),Battery,Battery,,,509.0,,
1347,active,2016-05-02,2018-12-03,,,CAISO,CRESCENT PEAK,,GLW,clark,,,NV,CAISO,Partial Capacity,Sloan Canyon Switching Station 230kV,2019-07-31,Executed,IA Executed,Wind+Battery,Wind,Battery,,310.0,95.0,
786,withdrawn,2011-03-31,,,,CAISO,HIGHWAY 58 SOLAR ENERGY PROJECT,,SCE,kern,,,CA,CAISO,Full Capacity,Windhub Substation 66kV,2014-12-01,,Feasibility Study,Solar,Solar,,,80.0,,
643AL,withdrawn,2010-07-31,,,,CAISO,WILDCAT QUARTSZITE,,SCE,yuma,,,AZ,CAISO,Full Capacity,Palo Verde-Devers #1 500kV,2015-01-01,,System Impact Study,Other,Steam Turbine,,,1000.0,,
1571,withdrawn,2019-04-15,,,,CAISO,EASTSIDE,,PGAE,merced,,,CA,CAISO,Full Capacity,El Nido Substation 115kV,,,Feasibility Study,Solar+Battery,Solar,Battery,,82.0,42.0,
911,operational,2012-04-02,2015-10-01,,2016-04-01,CAISO,PASTORIA ENERGY FACILITY,,SCE,kern,,,CA,CAISO,Full Capacity,Pastoria Substation 220kV,2014-01-01,Executed,IA Executed,Gas,Gas,,,50.0,,
280,withdrawn,2007-11-30,,2008-11-18,,CAISO,MENDOCINO WAVECONNECT PROJECT,,PGAE,mendocino,,,CA,CAISO,,Fort Bragg Substation 60kV bus,2012-06-01,,Feasibility Study,Hydro,Hydro,,,40.0,,
1009,withdrawn,2014-04-30,,,,CAISO,DIABLO ENERGY STORAGE,,PGAE,contra costa,,,CA,CAISO,Full Capacity,Pittsburg Substation 60kV,2016-06-01,,Feasibility Study,Battery,Battery,,,20.0,,
2169,withdrawn,2021-04-15,,,,CAISO,SPANISH TABLE,,SDGE,san diego,,,CA,CAISO,Full Capacity,Border - Border Tap 69 kV,2024-05-31,,System Impact Study,Battery,Battery,,,101.0,,
caiso_c15_21,active,2023-04-17,,,,CAISO,FLAT CREEK,,PGAE,colusa,,,CA,CAISO,,CORTINA SUBSTATION 230kV,,,In Progress (unknown study),Solar+Battery,Solar,Battery,,507.0,506.0,
390,withdrawn,2008-05-29,,2009-12-17,,CAISO,HYDER,,SDGE,maricopa,,,AZ,CAISO,,North Gila-Hassayampa 500 kV line,2011-05-01,,Feasibility Study,Other,Steam Turbine,,,300.0,,
1231,withdrawn,2016-05-02,,,,CAISO,HEARTLAND SOLAR,,PGAE,fresno,,,CA,CAISO,Full Capacity,PANOCHE 230 KV SUB,,,Feasibility Study,Solar,Solar,,,1045.0,,
caiso_c15_210,active,2023-04-17,,,,CAISO,Ridge Solar Storage,,SCE,kern,,,CA,CAISO,,Inyokern 115kV,2028-06-01,,In Progress (unknown study),Solar+Battery,Solar,Battery,,151.0,109.0,
431,withdrawn,2008-05-30,,,,CAISO,RICE SOLAR ENERGY,,SCE,riverside,,,CA,CAISO,Full Capacity,Midpoint Substation 220kV,2014-07-01,,Facility Study,Other,Steam Turbine,,,150.0,,
4,operational,2000-08-08,,,,CAISO,PALOMAR ENERGY PROJECT,,SDGE,san diego,,,CA,CAISO,,Palomar Energy Switchyard 230 kV,2001-06-01,Executed,IA Executed,Gas,Gas,,,521.0,,
2010,active,2021-04-15,,,,CAISO,CANNAE,,PGAE,kern,,,CA,CAISO,Full Capacity,Midway 115 kV,,,Facility Study,Solar+Battery,Solar,Battery,,119.0,115.0,
1068,withdrawn,2014-04-30,,,,CAISO,SUNSHINE VALLEY SOLAR 3,,VEA,nye,,,NV,CAISO,Full Capacity,Valley Substation 138kV,2017-12-01,,System Impact Study,Solar,Solar,,,65.0,,
caiso_c15_16,active,2023-04-17,,,,CAISO,Sullivan Energy Center,,PGAE,merced,,,CA,CAISO,,Quinto - Westley Line 230kV,2026-05-01,,In Progress (unknown study),Solar+Battery,Solar,Battery,,306.0,105.0,
1365,withdrawn,2017-05-01,,,,CAISO,WALTON ENERGY RELIABILITY CENTER,,PGAE,yuba,,,CA,CAISO,Full Capacity,Yuba City Cogen tap line-Pease 60kV,,,System Impact Study,Battery,Battery,,,53.0,,
299,withdrawn,2008-01-29,,,,CAISO,GWF HANFORD COMBINED CYCLE POWER PLANT,,PGAE,kings,,,CA,CAISO,Full Capacity,Hanford Switchyard 115kV bus,2010-05-01,,Facility Study,Gas,Gas,,,27.0,,
659,operational,2010-12-15,2015-08-31,,2016-05-06,CAISO,CENTRAL ANTELOPE SOLAR (FKA WESTERN ANTELOPE BLUE SKY RANCH B),,SCE,los angeles,,,CA,CAISO,Full Capacity,Antelope Sub 66 kV Bus,,Executed,IA Executed,Solar,Solar,,,20.0,,
1209,withdrawn,2015-04-30,,,,CAISO,BRADMORE BESS FKA BRADMORE ES,,SCE,los angeles,,,CA,CAISO,Full Capacity,Antelope 220kV bus,,In Progress,Facility Study,Battery,Battery,,,412.0,,
854,withdrawn,2011-03-31,,,,CAISO,MURPHY 1,,SCE,riverside,,,CA,CAISO,Full Capacity,Blythe Substation 161kV bus,2014-06-23,,System Impact Study,Solar,Solar,,,37.0,,
40,withdrawn,2004-11-11,,,,CAISO,EASTSHORE ENERGY FACILITY PROJECT,,PGAE,alameda,,,CA,CAISO,,Eastshore Substation,2007-05-01,Executed,IA Executed,Gas,Gas,,,118.0,,
caiso_c15_10,active,2023-04-17,,,,CAISO,Aviation,,SCE,san bernadino,,,CA,CAISO,,Mira Loma 230kV,2026-03-31,,In Progress (unknown study),Gas+Battery,Gas,Battery,,650.0,650.0,
caiso_c15_310,active,2023-04-17,,,,CAISO,East Mule,,SCE,,,,CA,CAISO,,Julian Hinds 230kV,,,In Progress (unknown study),Solar+Battery,Solar,Battery,,400.0,400.0,
caiso_c15_164,active,2023-04-17,,,,CAISO,Vantage,,SCE,los angeles,,,CA,CAISO,,Olinda 230kV,2027-12-01,,In Progress (unknown study),Battery,Battery,,,306.0,,
1505,withdrawn,2018-04-16,,,,CAISO,POLELINE SOLAR ENERGY CENTER,,PGAE,merced,fresno,,CA,CAISO,Full Capacity,Mercy Springs 70kV,2021-12-01,,Feasibility Study,Solar+Battery,Solar,Battery,,61.0,41.0,
caiso_c15_216,active,2023-04-17,,,,CAISO,Calcium Energy Storage,,SCE,san bernardino,,,CA,CAISO,,Calcite 230kV,2028-06-01,,In Progress (unknown study),Battery,Battery,,,300.0,,
1510,active,2018-04-16,2020-05-07,,,CAISO,BELLEFIELD SOLAR FARM,,SCE,kern,,,CA,CAISO,Full Capacity,Windhub Substation 230kV,2022-10-01,Executed,IA Executed,Solar+Battery,Solar,Battery,,500.0,500.0,
2145,active,2021-04-15,,,,CAISO,DANDELION HYBRID SOLAR,,GLW,nye,,,NV,CAISO,Full Capacity,Vista Substation 230 kV,,,Facility Study,Solar+Battery,Solar,Battery,,223.0,111.0,
1163,withdrawn,2015-04-30,,,,CAISO,WHITE WOLF SOLAR,,PGAE,kern,,,CA,CAISO,Energy Only,Lamont 115kV Substation,,,Facility Study,Solar,Solar,,,100.0,,
1511,withdrawn,2018-04-16,,,,CAISO,CLEANPOWER SOLAR,,SCE,los angeles,,,CA,CAISO,Partial Capacity,Neenach Substation 66kV,,,System Impact Study,Solar+Battery,Solar,Battery,,38.0,38.0,
1203,withdrawn,2015-04-30,,,,CAISO,HIGH DESERT VIEW SOLAR,,SCE,san bernardino,,,CA,CAISO,Full Capacity,Calcite Substation gen-tie at 230KV,2018-05-01,,Feasibility Study,Solar+Battery,Solar,Battery,,137.0,31.0,
caiso_c15_217,active,2023-04-17,,,,CAISO,Lockhart 4 Energy Storage,,SCE,san bernardino,,,CA,CAISO,,Kramer 230kV,2028-06-01,,In Progress (unknown study),Battery,Battery,,,520.0,,
475,withdrawn,2008-10-08,,2009-10-26,,CAISO,PAINTED HILLS IV,,SCE,riverside,,,CA,CAISO,Energy Only,Devers-Garnet-Venwind 115 kV line,2009-12-01,,Feasibility Study,Wind,Wind,,,20.0,,
1184,withdrawn,2015-04-30,,,,CAISO,PALOMAS SOLAR PROJECT,,SDGE,yuma,,,AZ,CAISO,Full Capacity,Hoodoo Wash Switchyard 500 kV,2018-12-01,,Feasibility Study,Solar,Solar,,,200.0,,
968,operational,2013-04-30,2015-09-15,,2021-07-30,CAISO,PALOMAR ENERGY CENTER 2,,SDGE,san diego,,,CA,CAISO,Full Capacity,Palomar Energy Switchyard 230 kV,2015-03-01,Executed,IA Executed,Gas,Gas,,,35.0,,
1182,withdrawn,2015-04-30,,,,CAISO,OTAY MESA CINCO,,SDGE,san diego,,,CA,CAISO,Full Capacity,Border Substation 69kV Alta and Otay Mesa Road,2017-08-08,,Feasibility Study,Battery,Battery,,,5.0,,
1267,withdrawn,2016-05-02,,,,CAISO,BERRYESSA WIND FARM,,PGAE,yolo,,,CA,CAISO,Full Capacity,Madison 115 kV,,,System Impact Study,Wind,Wind,,,158.0,,
591,withdrawn,2010-02-01,,,,CAISO,BORREGO SPRINGS SOLAR SOUTH,,SDGE,san diego,,,CA,CAISO,Full Capacity,Borrego Substation 60kV,2011-06-01,,Feasibility Study,Solar,Solar,,,40.0,,
1345,withdrawn,2016-05-02,,,,CAISO,SOUTH RIDGE,,VEA,nye,,,NV,CAISO,Full Capacity,Innovation Substation 230kV,,,Feasibility Study,Solar,Solar,,,205.0,,
849,withdrawn,2011-03-31,,,,CAISO,WILLOW SOLAR,,SCE,kern,,,CA,CAISO,Full Capacity,Whirlwind Substation 230kV,,,System Impact Study,Solar,Solar,,,100.0,,
caiso_c15_218,active,2023-04-17,,,,CAISO,Oso Negro,,PGAE,sutter,,,CA,CAISO,,Rio Oso Sub 230kV,2030-02-11,,In Progress (unknown study),Solar+Battery,Solar,Battery,,200.0,200.0,
1147,withdrawn,2015-04-30,,,,CAISO,BASKET RIDGE SOLAR,,PGAE,kern,,,CA,CAISO,Full Capacity,Famoso Substation 115kV,,,Feasibility Study,Solar,Solar,,,80.0,,
caiso_c15_222,active,2023-04-17,,,,CAISO,Elion Energy Storage 2,,SCE,los angeles,,,CA,CAISO,,Antelope 220 kV,2027-06-01,,In Progress (unknown study),Battery,Battery,,,257.0,,
caiso_c15_225,active,2023-04-17,,,,CAISO,Helios Grid Reliability,,PGAE,calaveras,,,CA,CAISO,,Lockeford 230kV,2028-09-15,,In Progress (unknown study),Battery,Battery,,,200.0,,
caiso_c15_322,active,2023-04-17,,,,CAISO,Steady Grid Energy Center,,SCE,los angeles,,,CA,CAISO,,Bailey Station,2027-06-01,,In Progress (unknown study),Battery,Battery,,,157.0,,
1070,withdrawn,2014-04-30,,,,CAISO,JUPITER SOLAR,,SCE,riverside,,,CA,CAISO,Full Capacity,Red Bluff Substation 230 kV,2017-12-01,,Facility Study,Solar,Solar,,,250.0,,
282,withdrawn,2007-12-12,,,,CAISO,MADERA POWER,,PGAE,madera,,,CA,CAISO,Full Capacity,Dairyland-Mendota 115 kV line tap,2008-05-31,Executed,IA Executed,Other,Steam Turbine,,,29.0,,
1188,withdrawn,2015-04-30,,,,CAISO,STOWE ENERGY STORAGE (FKA POWAY),,SDGE,san diego,,,CA,CAISO,Full Capacity,Pomerado Substation 69 kV,,,Feasibility Study,Battery,Battery,,,25.0,,
caiso_c15_170,active,2023-04-17,,,,CAISO,Lock 2,,PGAE,fresno,,,CA,CAISO,,Gates 500kV,2027-12-01,,In Progress (unknown study),Battery,Battery,,,365.0,,
1351,withdrawn,2017-05-01,,,,CAISO,BIG BREAK ENERGY STORAGE,,PGAE,contra costa,,,CA,CAISO,Full Capacity,Contra Costa switchyard 230kV,2021-06-01,,System Impact Study,Battery,Battery,,,45.0,,
11,withdrawn,2002-10-23,,,,CAISO,DESERT POWER WIND PROJECT,,SCE,san bernardino,,,CA,CAISO,,Wheaton Substation,2004-12-01,Executed,IA Executed,Wind,Wind,,,63.0,,
1594,withdrawn,2019-04-15,,,,CAISO,GRAND LAKE HYBRID SOLAR,,PGAE,kings,,,CA,CAISO,Energy Only,Gates-Midway 230kV,,,Facility Study,Solar+Battery,Solar,Battery,,254.0,250.0,
1196,active,2015-04-30,2017-11-28,,,CAISO,ARLINGTON,,SCE,riverside,,,CA,CAISO,Partial Capacity,Colorado River Substation 230kV,2021-07-01,Executed,IA Executed,Solar+Battery,Solar,Battery,,410.0,296.0,
1838,active,2021-04-15,,,,CAISO,BOREALIS ENERGY STORAGE,,PGAE,sonoma,,,CA,CAISO,Full Capacity,Lakeville 115 kV,2025-06-01,,Facility Study,Battery,Battery,,,314.0,,
1111,operational,2015-04-30,2017-11-17,,,CAISO,BLACK DIAMOND ENERGY STORAGE,,PGAE,contra costa,,,CA,CAISO,Full Capacity,Pittsburgh Substation 230kV,2018-06-01,Executed,IA Executed,Battery,Battery,,,200.0,,
1615,active,2019-04-15,2021-06-18,,,CAISO,KESTREL STORAGE,,SCE,los angeles,,,CA,CAISO,Full Capacity,Walnut Substation 220kV,2023-06-30,Executed,IA Executed,Battery,Battery,,,200.0,,
1012,withdrawn,2014-04-30,,,,CAISO,HONEY BEE,,PGAE,santa clara,,,CA,CAISO,Full Capacity,FMC Substation 115 kV,2016-06-01,,Feasibility Study,Battery,Battery,,,20.0,,
caiso_c15_377,active,2023-04-17,,,,CAISO,Stanley,,DCRT,la paz,,,AZ,CAISO,,Cielo Azul 500kV,2027-11-01,,In Progress (unknown study),Solar+Battery,Solar,Battery,,1037.0,1032.0,
1360,withdrawn,2017-05-01,,,,CAISO,OAKLAND ENERGY RELIABILITY CENTER,,PGAE,alameda,,,CA,CAISO,Full Capacity,Oakland C Substation 115kV,,,System Impact Study,Battery,Battery,,,102.0,,
668,withdrawn,2011-03-31,,,,CAISO,ADAME 1,,PGAE,fresno,,,CA,CAISO,Full Capacity,Mendota 115 kV,2014-09-01,,System Impact Study,Solar,Solar,,,118.0,,
2046,withdrawn,2021-04-15,,,,CAISO,ASHANTI HYBRID SOLAR,,SCE,riverside,,,CA,CAISO,Full Capacity,Eagle Mountain Substation 220 kV,,,System Impact Study,Solar+Battery,Solar,Battery,,325.0,325.0,
179,withdrawn,2007-03-01,,2008-11-26,,CAISO,EAGLE MOUNTAIN,,SCE,riverside,,,CA,CAISO,,Julian Hinds 230kV Substation,,,Feasibility Study,Other,Steam Turbine,,,300.0,,
170,withdrawn,2007-02-02,,,,CAISO,MOJAVE SOLEIL,,SCE,kern,,,CA,CAISO,,Substation 5 (aka Whirlwind),,,Feasibility Study,Solar,Solar,,,150.0,,
caiso_c15_229,active,2023-04-17,,,,CAISO,Amargosa SEZ,,VEA,nye,,,NV,CAISO,,Beatty Substation 138kV,2027-12-01,,In Progress (unknown study),Solar+Battery,Solar,Battery,,515.0,518.0,
caiso_c15_23,active,2023-04-17,,,,CAISO,Cassius Storage,,PGAE,contra costa,,,CA,CAISO,,Richmond R 115kV,2026-05-30,,In Progress (unknown study),Battery,Battery,,,130.0,,
939,withdrawn,2012-04-02,,,,CAISO,ALAMITOS ENERGY CENTER,,SCE,los angeles,,,CA,CAISO,Full Capacity,Alamitos Switching Station 230kV,2025-11-01,,Feasibility Study,Gas,Gas,,,1903.0,,
caiso_c15_453,active,2023-04-17,,,,CAISO,Mahogany Storage,,PGAE,kern,,,CA,CAISO,,Bear Mountain 115 kV,2026-06-30,,In Progress (unknown study),Battery,Battery,,,66.0,,
1380,active,2017-05-01,,,,CAISO,HEARTLAND 2,,PGAE,fresno,,,CA,CAISO,Energy Only,Tranquility 230 kV,2021-09-01,Executed,IA Executed,Solar,Solar,,,156.0,,
417,withdrawn,2008-05-30,,,,CAISO,TRES VAQUEROS WIND FARM,,PGAE,contra costa,,,CA,CAISO,Full Capacity,Pittsburg-Tesla 230kV line,2010-09-30,,Facility Study,Wind,Wind,,,14.0,,
1145,withdrawn,2015-04-30,,,,CAISO,ANCHO CREEK SOLAR,,PGAE,kern,,,CA,CAISO,Full Capacity,Arco 230kV substation,,,Feasibility Study,Solar,Solar,,,200.0,,
887,withdrawn,2012-04-02,,,,CAISO,BOULDER SOLAR POWER,,SCE,clark,,,NV,CAISO,Full Capacity,Eldorado Substation 220kV Bus,2015-01-01,,System Impact Study,Solar,Solar,,,300.0,,
caiso_c15_465,active,2023-04-17,,,,CAISO,Cuatro Vientos,,SCE,lincoln,,,NM,CAISO,,El Dorado 500kV,2030-04-10,,In Progress (unknown study),Wind+Battery,Wind,Battery,,3526.0,302.0,
caiso_c15_286,active,2023-04-17,,,,CAISO,Baja Vista Power Bank,,SDGE,san diego,,,CA,CAISO,,Otay Mesa 230kV,2028-04-01,,In Progress (unknown study),Battery,Battery,,,370.0,,
caiso_c15_7,active,2023-04-17,,,,CAISO,Black Horse,,PGAE,fresno,,,CA,CAISO,,Mendota 115kV,2026-03-31,,In Progress (unknown study),Gas+Battery,Gas,Battery,,156.0,156.0,
410,withdrawn,2008-05-30,,2008-11-26,,CAISO,MIDPOINT SOLAR 1,,SCE,riverside,,,CA,CAISO,,Midpoint Substation 500kV,2012-08-01,,Feasibility Study,Other,Steam Turbine,,,50.0,,
1417,withdrawn,2017-05-01,,,,CAISO,CALHAWK SOLAR FARM,,SCE,tulare,,,CA,CAISO,Full Capacity,Vestal Substation 230kV,2020-10-01,,System Impact Study,Solar+Battery,Solar,Battery,,100.0,100.0,
94,withdrawn,2006-03-01,,,,CAISO,ALTA Q94 (FKA LEHIGH),,SCE,kern,,,CA,CAISO,,Highwind Sub 220kV Bus,,,Facility Study,Wind,Wind,,,180.0,,
2049,active,2021-04-15,,,,CAISO,ARDILLA,,SCE,riverside,,,CA,CAISO,Full Capacity,Devers Substation 230kV,,,Facility Study,Battery,Battery,,,411.0,,
105,withdrawn,2006-05-04,,,,CAISO,BEAR RIVER WIND FARM,,PGAE,humboldt,,,CA,CAISO,,Between Rio Del Junction and Bridgeville,,,Feasibility Study,Wind,Wind,,,100.0,,
caiso_c15_435,active,2023-04-17,,,,CAISO,Twinkle,,SCE,san bernardino,,,CA,CAISO,,Mira Loma 230kV,2027-12-01,,In Progress (unknown study),Battery,Battery,,,306.0,,
2122,withdrawn,2021-04-15,,,,CAISO,JACIVA ENERGY STORAGE,,SCE,san bernardino,,,CA,CAISO,Full Capacity,Mira Loma Substation 230 kV,2024-08-01,,System Impact Study,Battery,Battery,,,404.0,,
1229,withdrawn,2016-05-02,,,,CAISO,SOUTHERN LIGHT SOLAR,,PGAE,fresno,,,CA,CAISO,Full Capacity,Coalinga #2 - Coalinga #1 70 kV line Approx. 1.9 miles south of Coalinga #2 and 1 mile east of the project site,,,System Impact Study,Solar,Solar,,,62.0,,
caiso_c15_323,active,2023-04-17,,,,CAISO,Cactus Condor Energy Center,,SCE,los angeles,,,CA,CAISO,,La Cienega 230kV,2027-06-01,,In Progress (unknown study),Battery,Battery,,,144.0,,
caiso_c15_113,active,2023-04-17,,,,CAISO,Melon Patch Solar,,PGAE,fresno,,,CA,CAISO,,Newhall - Mendota 115kV,2027-06-01,,In Progress (unknown study),Solar+Battery,Solar,Battery,,204.0,204.0,
910,withdrawn,2012-04-02,,,,CAISO,HONEY LAKE GEOTHERMAL PROJECT,,PGAE,lassen,,,CA,CAISO,Full Capacity,Honey Lake Substation 60 kV,2015-01-01,,Feasibility Study,Other,Steam Turbine,,,20.0,,
1780,withdrawn,2020-04-15,,,,CAISO,BOBCAT ENERGY STORAGE,,SCE,los angeles,,,CA,CAISO,Full Capacity,Antelope Substation 66kV,2022-07-01,,Feasibility Study,Battery,Battery,,,75.0,,
159A,operational,2006-12-22,2011-10-26,,2022-01-13,CAISO,ENERGIA SIERRA JUAREZ WIND,,SDGE,baja california,,,MX,CAISO,Full Capacity,East County Substation 230 kV,2009-06-01,Executed,IA Executed,Wind,Wind,,,256.0,,
caiso_c15_449,active,2023-04-17,,,,CAISO,Farm Bell Energy Center,,PGAE,glenn,,,CA,CAISO,,Cottonwood-Delevan 230 kV,2027-06-01,,In Progress (unknown study),Solar+Battery,Solar,Battery,,312.0,312.0,
2058,active,2021-04-15,,,,CAISO,FOUR CREEKS ENERGY STORAGE,,SCE,tulare,,,CA,CAISO,Full Capacity,Rector Substation 230 kV,2025-06-01,,Facility Study,Battery,Battery,,,261.0,,
1278,withdrawn,2016-05-02,,,,CAISO,NORTHERN PINES,,PGAE,lassen,,,CA,CAISO,Full Capacity,Westwood  60kV,,Terminated,Facility Study,Solar+Battery,Solar,Battery,,21.0,27.0,
166,operational,2007-01-23,2009-08-19,,,CAISO,CALIFORNIA VALLEY PV,,PGAE,san luis obispo,,,CA,CAISO,,Midway-Morrow Bay 230kV line,,Executed,IA Executed,Solar,Solar,,,210.0,,
1197,withdrawn,2015-04-30,,2017-12-29,,CAISO,PALO VERDE ENERGY STORAGE,,SCE,riverside,,,CA,CAISO,Full Capacity,Red Bluff Switchyard 220kV,2018-09-01,,Facility Study,Battery,Battery,,,400.0,,
caiso_c15_118,active,2023-04-17,,,,CAISO,Antelope Plains Solar,,PGAE,kern,,,CA,CAISO,,Goose Lake 115kV,2027-06-01,,In Progress (unknown study),Solar+Battery,Solar,Battery,,204.0,204.0,
caiso_c15_219,active,2023-04-17,,,,CAISO,Greenwood Energy Storage 2,,SCE,los angeles,,,CA,CAISO,,Mesa 500kV,2027-06-01,,In Progress (unknown study),Battery,Battery,,,900.0,,
1515,withdrawn,2018-04-16,,,,CAISO,MCGRATH ENERGY CENTER 1,,SCE,ventura,,,CA,CAISO,Full Capacity,Mandalay-Santa Clara 220kV,2020-12-01,,Feasibility Study,Battery,Battery,,,100.0,,
1565,active,2019-04-15,2021-09-13,,,CAISO,DYNAMO SOLAR,,PGAE,napa,,,CA,CAISO,Full Capacity,Tulucay 60 kV,2023-06-30,Executed,IA Executed,Solar,Solar,,,25.0,,
879,withdrawn,2012-04-02,,,,CAISO,LASSEN LODGE HYDROELECTRIC PROJECT EXPANSION,,PGAE,tehama,,,CA,CAISO,Energy Only,Volta/South 60 kV,,,Feasibility Study,Hydro,Hydro,,,1.4,,
1612,withdrawn,2019-04-15,,2021-11-17,,CAISO,SPEEDWAY ESS,,SCE,los angeles,,,CA,CAISO,Full Capacity,Rio Hondo Substation 230kV,2023-12-01,,Facility Study,Battery,Battery,,,200.0,,
504,withdrawn,2009-07-31,,,,CAISO,CITY OF VERNON RENEWABLE PROJECT 1,,SCE,kern,,,CA,CAISO,,Highwind Substation 230kV bus,2013-03-11,,Feasibility Study,Wind,Wind,,,688.0,,
caiso_c15_541,active,2023-04-17,,,,CAISO,Helms PSP Uprate,,PGAE,fresno,,,,CAISO,,Gregg Substation 230kV,,,In Progress (unknown study),Other Storage,Pumped Storage,,,1392.0,,
caiso_c15_207,active,2023-04-17,,,,CAISO,Torbino Energy Storage,,SCE,kern,,,CA,CAISO,,Whirlwind Substation 500kV,2028-06-01,,In Progress (unknown study),Battery,Battery,,,1036.0,,
345,withdrawn,2008-04-25,,2008-11-21,,CAISO,PV-5,,SCE,los angeles,,,CA,CAISO,,Lancaster-Little Rock-Piute 66kV Line (Lancaster side of Tap 72),2011-05-01,,Feasibility Study,Solar,Solar,,,40.0,,
261,withdrawn,2007-09-28,,2008-11-26,,CAISO,TESORO REFINERY COGENERATION,,SCE,los angeles,,,CA,CAISO,,Hinson Substation 220kV,2010-10-01,,Feasibility Study,Gas,Gas,,,104.0,,
1783,active,2020-04-15,,,,CAISO,SHOALS ENERGY STORAGE,,SCE,ventura,,,CA,CAISO,Full Capacity,Mandalay Switchyard 220kV,2023-07-01,,Facility study,Battery,Battery,,,409.0,,
caiso_c15_364,active,2023-04-17,,,,CAISO,LeConte Energy Storage 2,,SDGE,imperial,,,CA,CAISO,,Imperial Valley 230kV,2027-06-01,,In Progress (unknown study),Battery,Battery,,,256.0,,
caiso_c15_94,active,2023-04-17,,,,CAISO,Cowboy Hybrid,,PGAE,colusa,,,CA,CAISO,,Delevan 230kV,2028-04-01,,In Progress (unknown study),Solar+Battery,Solar,Battery,,155.0,154.0,
750,withdrawn,2011-03-31,,,,CAISO,RE GOLDTOWN,,SCE,kern,,,CA,CAISO,Full Capacity,Either Goldtown-Corum or Goldtown-Lancaster 66kV line on Holt St.,,,Feasibility Study,Solar,Solar,,,20.0,,
1912,active,2021-04-15,,,,CAISO,KOLA 2,,PGAE,alameda,,,CA,CAISO,Full Capacity,Tesla 230 kV,,,Facility Study,Battery,Battery,,,365.0,,
42,withdrawn,2004-11-26,,,,CAISO,WELLHEAD POWER MCCALL,,PGAE,fresno,,,CA,CAISO,,McCall Substation,2007-05-31,Executed,IA Executed,Gas,Gas,,,300.0,,
790,withdrawn,2011-03-31,,,,CAISO,SUNSHINE 3,,SCE,kern,,,CA,CAISO,Full Capacity,Antelope-Rosamond 66kV line,2014-06-01,,Feasibility Study,Solar,Solar,,,45.0,,
caiso_c15_525,active,2023-04-17,,,,CAISO,Twilight,,PGAE,kings,,,CA,CAISO,,Mustang Substation 230kV,,,In Progress (unknown study),Solar+Battery,Solar,Battery,,309.0,309.0,
265,withdrawn,2007-10-16,,,,CAISO,PALEN DRY LAKE PV,,SCE,riverside,,,CA,CAISO,,Eagle Mountain Blythe 161kV line,2009-12-01,,Feasibility Study,Solar,Solar,,,25.0,,
2140,active,2021-04-15,,,,CAISO,STERLING,,SCE,clark,,,NV,CAISO,Full Capacity,Mohave Substation 500 kV,2024-12-01,,Facility Study,Solar+Battery,Solar,Battery,,250.0,250.0,
566,withdrawn,2010-02-01,,2010-12-22,,CAISO,SANBORN II SOLAR,,SCE,kern,,,CA,CAISO,Full Capacity,Rosamond-Corum 66kV,2013-12-01,,Feasibility Study,Solar,Solar,,,21.0,,
1388,withdrawn,2017-05-01,,,,CAISO,PUERTA RENEWABLE ENERGY RELIABILITY CENTER,,PGAE,fresno,,,CA,CAISO,Full Capacity,Gates-Coalinga #2 70kV,2019-06-01,,System Impact Study,Solar+Battery,Solar,Battery,,52.0,53.0,
1432,active,2017-05-01,2021-04-12,,,CAISO,STARLIGHT SOLAR,,SDGE,san diego,,,CA,CAISO,Partial Capacity,Boulevard East Substation 69 kV,2020-06-01,Executed,IA Executed,Solar+Battery,Solar,Battery,,20.0,17.0,
caiso_c15_151,active,2023-04-17,,,,CAISO,Sienna 3,,SCE,san bernardino,,,CA,CAISO,,Calcite 230kV,2029-07-03,,In Progress (unknown study),Solar+Battery,Solar,Battery,,300.0,300.0,
615,withdrawn,2010-03-10,,,,CAISO,SUN STREAM,,SCE,kern,,,CA,CAISO,Energy Only,Zondwind Sub 66kV Bus,,,Feasibility Study,Solar,Solar,,,20.0,,
990,withdrawn,2013-04-30,,,,CAISO,CENTER POWER,,SCE,los angeles,,,CA,CAISO,Energy Only,Loop Center-Mesa and Center-Olinda 230kV lines,2018-01-01,,Facility Study,Gas,Gas,,,910.0,,
450,withdrawn,2008-05-30,,2008-11-26,,CAISO,ALTA 12,,SCE,los angeles,kern,,CA,CAISO,,Whirlwind Substation 230 kV,2013-05-30,,Feasibility Study,Wind,Wind,,,1150.0,,
423,withdrawn,2008-05-30,,2008-11-26,,CAISO,IRON MOUNTAIN SOLAR 2,,SCE,riverside,,,CA,CAISO,,Camino-Iron Mountain 230kV line,2012-02-01,,Feasibility Study,Other,Steam Turbine,,,50.0,,
2159,withdrawn,2021-04-15,,2022-11-23,,CAISO,BERNARDO ENERGY STORAGE,,SDGE,san diego,,,CA,CAISO,Full Capacity,Artesian Ranch Substation 69 kV,2025-06-01,,Feasibility Study,Battery,Battery,,,157.0,,
