q_id,q_status,q_date,ia_date,wd_date,on_date,county_1,type_clean,type1,type2,type3,mw1,mw2,mw3
541,WITHDRAWN,2010-01-05 08:00:00,,2014-09-09 07:00:00,,FRESNO,,Photovoltaic,,,20.0,,
544,WITHDRAWN,2010-01-06 08:00:00,,2010-04-19 07:00:00,,KERN,,Photovoltaic,,,20.0,,
545,WITHDRAWN,2010-01-06 08:00:00,,2012-03-26 07:00:00,,KERN,,Photovoltaic,,,20.0,,
546,WITHDRAWN,2010-01-06 08:00:00,,2012-12-17 23:24:24,,LOS ANGELES,,Photovoltaic,,,15.0,,
547,WITHDRAWN,2010-01-06 08:00:00,,2012-12-17 23:23:49,,LOS ANGELES,,Photovoltaic,,,20.0,,
542,WITHDRAWN,2010-01-06 08:00:00,,2013-10-30 15:49:44,,FRESNO,,Photovoltaic,,,20.0,,
543,WITHDRAWN,2010-01-06 08:00:00,,2011-08-18 07:00:00,,FRESNO,,Photovoltaic,,,20.0,,
549,WITHDRAWN,2010-01-15 08:00:00,,2010-06-04 07:00:00,,MERCED,,Photovoltaic,,,20.0,,
548,COMPLETED,2010-01-15 08:00:00,,,2015-03-23 07:00:00,KINGS,,Photovoltaic,,,20.0,,
550,WITHDRAWN,2010-01-19 08:00:00,,2016-08-10 07:00:00,,MERCED,,Photovoltaic,,,20.0,,
551,WITHDRAWN,2010-01-27 08:00:00,,2012-03-02 08:00:00,,KERN,,Photovoltaic,,,20.0,,
562,WITHDRAWN,2010-02-01 08:00:00,,2010-05-26 07:00:00,,SAN BERNARDINO,,Photovoltaic,,,420.0,,
586,WITHDRAWN,2010-02-01 08:00:00,,2014-08-05 07:00:00,,SONOMA,,Steam Turbine,,,42.0,,
585,WITHDRAWN,2010-02-01 08:00:00,,2012-03-02 19:39:45,,LOS ANGELES,,Wind Turbine,,,150.0,,
584,WITHDRAWN,2010-02-01 08:00:00,,2011-02-07 08:00:00,,LOS ANGELES,,Photovoltaic,,,150.0,,
583,WITHDRAWN,2010-02-01 08:00:00,,2015-11-23 08:00:00,,SAN DIEGO,,Wind Turbine,,,57.5,,
582,WITHDRAWN,2010-02-01 08:00:00,,2011-02-17 08:00:00,,KERN,,Photovoltaic,,,500.0,,
580,WITHDRAWN,2010-02-01 08:00:00,,2010-04-16 07:00:00,,RIVERSIDE,,Photovoltaic,,,170.0,,
579,WITHDRAWN,2010-02-01 08:00:00,,2011-02-15 19:06:23,,MADERA,,Photovoltaic,,,220.0,,
578,WITHDRAWN,2010-02-01 08:00:00,,2010-03-31 07:00:00,,SAN BERNARDINO,,Photovoltaic,,,70.0,,
575,WITHDRAWN,2010-02-01 08:00:00,,2010-11-20 00:23:39,,SOLANO,,Reciprocating Engine,,,9.6,,
573,WITHDRAWN,2010-02-01 08:00:00,,2011-02-07 08:00:00,,KERN,,Photovoltaic,,,50.0,,
572,WITHDRAWN,2010-02-01 08:00:00,,2010-06-14 07:00:00,,RIVERSIDE,,Photovoltaic,,,110.0,,
561,WITHDRAWN,2010-02-01 08:00:00,,2013-07-11 07:00:00,,IMPERIAL,,Photovoltaic,,,200.0,,
571,WITHDRAWN,2010-02-01 08:00:00,,2011-02-15 08:00:00,,KERN,,Photovoltaic,,,450.0,,
569,WITHDRAWN,2010-02-01 08:00:00,,2014-01-22 08:00:00,,SUTTER,,Combined Cycle,,,600.0,,
553,WITHDRAWN,2010-02-01 08:00:00,,2011-03-30 17:57:34,,SAN BENITO,,Photovoltaic,,,400.0,,
554,WITHDRAWN,2010-02-01 08:00:00,,2011-10-03 07:00:00,,SHASTA,,Wind Turbine,,,138.0,,
555,WITHDRAWN,2010-02-01 08:00:00,,2011-10-26 18:16:56,,SAN DIEGO,,Wind Turbine,,,92.0,,
556,WITHDRAWN,2010-02-01 08:00:00,,2010-04-09 07:00:00,,MENDOCINO,,Wind Turbine,,,126.0,,
560,WITHDRAWN,2010-02-01 08:00:00,,2013-11-22 08:00:00,,MERCED,,Photovoltaic,,,100.0,,
567,WITHDRAWN,2010-02-01 08:00:00,,2010-12-22 08:00:00,,RIVERSIDE,,Hydro,,,1400.0,,
566,WITHDRAWN,2010-02-01 08:00:00,,2010-12-22 08:00:00,,KERN,,Photovoltaic,,,21.0,,
565,WITHDRAWN,2010-02-01 08:00:00,,2015-07-06 07:00:00,,SAN DIEGO,,Reciprocating Engine,,,100.0,,
564,WITHDRAWN,2010-02-01 08:00:00,,2010-03-26 07:00:00,,LOS ANGELES,,Photovoltaic,,,23.0,,
563,WITHDRAWN,2010-02-01 08:00:00,,2010-03-26 07:00:00,,LOS ANGELES,,Photovoltaic,,,22.0,,
570,WITHDRAWN,2010-02-01 08:00:00,,2010-09-27 07:00:00,,SHASTA/TRINITY,,Wind Turbine,,,102.0,,
552,WITHDRAWN,2010-02-01 08:00:00,,2021-07-28 07:00:00,,SAN BERNARDINO,,Photovoltaic,Storage,,60.0,60.0,
588,WITHDRAWN,2010-02-01 08:00:00,,2015-08-19 07:00:00,,RIVERSIDE,,Photovoltaic,,,1.0,,
589,WITHDRAWN,2010-02-01 08:00:00,,2015-08-19 07:00:00,,SAN BERNARDINO,,Photovoltaic,,,1.0,,
605,WITHDRAWN,2010-02-01 08:00:00,,2010-11-30 08:00:00,,CLARK,,Steam Turbine,,,600.0,,
604,WITHDRAWN,2010-02-01 08:00:00,,2010-11-24 08:00:00,,IMPERIAL ,,Combustion Turbine,,,600.0,,
603,WITHDRAWN,2010-02-01 08:00:00,,2010-04-20 07:00:00,,KERN,,Photovoltaic,,,146.0,,
601,WITHDRAWN,2010-02-01 08:00:00,,2010-11-20 00:23:40,,KINGS,,Photovoltaic,,,10.0,,
600,WITHDRAWN,2010-02-01 08:00:00,,2011-03-30 17:44:40,,MERCED,,Photovoltaic,,,20.0,,
599,WITHDRAWN,2010-02-01 08:00:00,,2010-03-04 08:00:00,,SAN JOAQUIN,,Photovoltaic,,,20.0,,
598,WITHDRAWN,2010-02-01 08:00:00,,2010-11-20 00:23:32,,KINGS,,Photovoltaic,,,17.75,,
597,WITHDRAWN,2010-02-01 08:00:00,,2010-11-20 00:23:33,,MADERA,,Photovoltaic,,,15.0,,
596,WITHDRAWN,2010-02-01 08:00:00,,2010-11-19 08:00:00,,KINGS,,Photovoltaic,,,20.0,,
594,WITHDRAWN,2010-02-01 08:00:00,,2010-11-20 00:23:31,,MERCED,,Photovoltaic,,,20.0,,
593,WITHDRAWN,2010-02-01 08:00:00,,2019-05-15 07:00:00,,MOJAVE,,Photovoltaic,,,310.0,,
592,WITHDRAWN,2010-02-01 08:00:00,,2012-03-02 08:00:00,,KINGS,,Photovoltaic,,,250.0,,
591,WITHDRAWN,2010-02-01 08:00:00,,2010-04-21 07:00:00,,SAN DIEGO,,Photovoltaic,,,40.0,,
587,WITHDRAWN,2010-02-01 08:00:00,,2010-03-22 07:00:00,,FRESNO,,Steam Turbine,,,106.8,,
595,WITHDRAWN,2010-02-01 08:00:00,,2010-11-19 08:00:00,,KINGS,,Photovoltaic,,,15.0,,
558,COMPLETED,2010-02-01 08:00:00,,,2015-05-20 07:00:00,KINGS,,Photovoltaic,,,19.75,,
557,COMPLETED,2010-02-01 08:00:00,,,2014-10-01 07:00:00,TULARE,,Photovoltaic,,,19.75,,
559,COMPLETED,2010-02-01 08:00:00,,,2014-11-11 08:00:00,KERN,,Photovoltaic,,,60.0,,
568,COMPLETED,2010-02-01 08:00:00,,,2013-08-08 07:00:00,ALAMEDA,,Combined Cycle,,,25.0,,
574,COMPLETED,2010-02-01 08:00:00,,,2016-11-03 07:00:00,SAN DIEGO,,Combustion Turbine,,,308.0,,
577,COMPLETED,2010-02-01 08:00:00,,,2015-11-30 08:00:00,MERCED,,Photovoltaic,,,110.0,,
581,COMPLETED,2010-02-01 08:00:00,,,2016-08-15 07:00:00,KINGS,,Photovoltaic,,,100.0,,
590,COMPLETED,2010-02-01 08:00:00,,,2013-10-22 07:00:00,IMPERIAL,,Photovoltaic,,,147.0,,
602,COMPLETED,2010-02-01 08:00:00,,,2022-12-29 08:00:00,KERN,,Photovoltaic,,,145.44,,
576,COMPLETED,2010-02-01 08:00:00,,,2022-12-22 08:00:00,RIVERSIDE,,Photovoltaic,Storage,,224.0,112.0,
607,COMPLETED,2010-02-01 08:00:00,,,2015-06-20 07:00:00,FRESNO,,Photovoltaic,,,60.0,,
608,COMPLETED,2010-02-01 08:00:00,,,2016-01-21 08:00:00,IMPERIAL,,Photovoltaic,,,150.0,,
606,COMPLETED,2010-02-01 08:00:00,,,2012-05-31 07:00:00,SAN JOAQUIN,,Combined Cycle,,,20.0,,
610,WITHDRAWN,2010-02-05 08:00:00,,2012-03-01 08:00:00,,FRESNO,,Photovoltaic,,,20.0,,
611,WITHDRAWN,2010-02-17 08:00:00,,2011-02-15 17:17:58,,FRESNO,,Photovoltaic,,,20.0,,
613,WITHDRAWN,2010-02-19 08:00:00,,2014-04-23 20:20:55,,FRESNO,,Photovoltaic,,,20.0,,
612,WITHDRAWN,2010-02-19 08:00:00,,2016-04-22 20:24:56,,FRESNO,,Photovoltaic,,,13.0,,
613A,WITHDRAWN,2010-02-24 08:00:00,,2012-03-03 00:01:58,,KERN,,Wind Turbine,,,20.0,,
614,WITHDRAWN,2010-03-02 08:00:00,,2013-12-26 23:03:55,,FRESNO,,Photovoltaic,,,20.0,,
614A,WITHDRAWN,2010-03-04 08:00:00,,2012-03-03 00:01:01,,KERN,,Photovoltaic,,,20.0,,
615,WITHDRAWN,2010-03-10 08:00:00,,2011-01-19 08:00:00,,KERN,,Photovoltaic,,,20.0,,
616,WITHDRAWN,2010-03-17 07:00:00,,2011-01-19 08:00:00,,RIVERSIDE,,Photovoltaic,,,20.0,,
617,WITHDRAWN,2010-03-22 07:00:00,,2013-11-25 08:00:00,,SAN JOAQUIN,,Photovoltaic,,,20.0,,
617AA,WITHDRAWN,2010-03-26 07:00:00,,2011-01-20 08:00:00,,RIVERSIDE,,Photovoltaic,,,20.0,,
617A,WITHDRAWN,2010-03-30 07:00:00,,2013-05-06 22:23:33,,LOS ANGELES,,Photovoltaic,,,20.0,,
617C,WITHDRAWN,2010-03-31 07:00:00,,2010-06-23 07:00:00,,MONO,,Photovoltaic,,,19.993,,
617B,WITHDRAWN,2010-03-31 07:00:00,,2011-03-28 18:35:50,,TULARE,,Photovoltaic,,,19.7,,
618,WITHDRAWN,2010-04-01 07:00:00,,2010-12-27 08:00:00,,FRESNO,,Photovoltaic,,,20.0,,
618B,WITHDRAWN,2010-04-19 07:00:00,,2010-12-02 08:00:00,,FRESNO,,Photovoltaic,,,10.0,,
618A,WITHDRAWN,2010-04-19 07:00:00,,2010-12-02 08:00:00,,FRESNO,,Photovoltaic,,,20.0,,
619,WITHDRAWN,2010-04-22 07:00:00,,2011-01-19 08:00:00,,LOS ANGELES,,Photovoltaic,,,14.0,,
620A,WITHDRAWN,2010-04-26 07:00:00,,2014-02-27 20:58:08,,KERN,,Photovoltaic,,,20.0,,
621,WITHDRAWN,2010-04-26 07:00:00,,2016-02-16 08:00:00,,IMPERIAL,,Photovoltaic,,,20.0,,
620,COMPLETED,2010-04-26 07:00:00,,,2015-12-12 08:00:00,KERN,,Photovoltaic,,,20.0,,
621A,COMPLETED,2010-05-05 07:00:00,,,2014-06-26 07:00:00,KERN,,Photovoltaic,,,20.0,,
622B,COMPLETED,2010-05-05 07:00:00,,,2014-05-21 07:00:00,KERN,,Photovoltaic,,,20.0,,
622,WITHDRAWN,2010-05-06 07:00:00,,2011-08-18 07:00:00,,KERN,,Photovoltaic,,,10.0,,
623,WITHDRAWN,2010-05-10 07:00:00,,2011-01-18 08:00:00,,KERN,,Photovoltaic,,,20.0,,
623A,WITHDRAWN,2010-05-10 07:00:00,,2010-12-02 08:00:00,,SAN DIEGO,,Photovoltaic,,,10.4,,
624,WITHDRAWN,2010-05-14 07:00:00,,2010-09-03 07:00:00,,KERN,,Photovoltaic,,,20.0,,
625,ACTIVE,2010-05-14 07:00:00,,,,KINGS,,Photovoltaic,Storage,,20.0,20.0,
626,WITHDRAWN,2010-05-17 07:00:00,,2014-02-05 17:46:38,,KINGS,,Photovoltaic,,,20.0,,
627,WITHDRAWN,2010-05-18 07:00:00,,2010-10-12 07:00:00,,LOS ANGELES,,Photovoltaic,,,20.0,,
629,WITHDRAWN,2010-05-20 07:00:00,,2011-02-09 23:18:06,,STANISLAUS,,Photovoltaic,,,20.0,,
630,WITHDRAWN,2010-05-20 07:00:00,,2011-02-09 23:15:32,,KERN,,Photovoltaic,,,4.9,,
631,WITHDRAWN,2010-05-24 07:00:00,,2013-08-27 18:23:06,,FRESNO,,Photovoltaic,,,20.0,,
632,COMPLETED,2010-05-25 07:00:00,,,2014-12-13 08:00:00,FRESNO,,Photovoltaic,,,19.0,,
632A,WITHDRAWN,2010-05-27 07:00:00,,2011-03-16 07:00:00,,STANISLAUS,,Photovoltaic,,,20.0,,
632B,COMPLETED,2010-06-01 07:00:00,,,2018-10-11 07:00:00,FRESNO,,Photovoltaic,,,20.0,,
632C,WITHDRAWN,2010-06-01 07:00:00,,2015-06-11 07:00:00,,FRESNO,,Photovoltaic,,,20.0,,
633,COMPLETED,2010-06-02 07:00:00,,,2014-02-14 08:00:00,FRESNO,,Photovoltaic,,,18.0,,
634,WITHDRAWN,2010-06-30 07:00:00,,2014-01-31 18:18:29,,KINGS,,Photovoltaic,,,20.0,,
635,WITHDRAWN,2010-07-01 07:00:00,,2012-03-05 21:12:13,,MERCED,,Photovoltaic,,,20.0,,
636,COMPLETED,2010-07-06 07:00:00,,,2014-12-18 08:00:00,KINGS,,Photovoltaic,,,20.0,,
637,COMPLETED,2010-07-06 07:00:00,,,2013-06-06 07:00:00,KINGS,,Photovoltaic,,,20.0,,
638,WITHDRAWN,2010-07-08 07:00:00,,2013-08-27 18:23:58,,FRESNO,,Photovoltaic,,,10.0,,
638A,WITHDRAWN,2010-07-09 07:00:00,,2011-01-28 08:00:00,,FRESNO,,Photovoltaic,,,12.0,,
639,WITHDRAWN,2010-07-15 07:00:00,,2012-02-17 16:25:13,,LOS ANGELES,,Photovoltaic,,,20.0,,
640,WITHDRAWN,2010-07-15 07:00:00,,2012-02-17 16:30:00,,KERN,,Photovoltaic,,,20.0,,
640A,WITHDRAWN,2010-07-20 07:00:00,,2012-03-06 08:00:00,,FRESNO,,Photovoltaic,,,20.0,,
640B,WITHDRAWN,2010-07-20 07:00:00,,2012-03-06 08:00:00,,MERCED,,Photovoltaic,,,20.0,,
641,WITHDRAWN,2010-07-23 07:00:00,,2010-12-23 08:00:00,,KERN,,Steam Turbine,,,11.2,,
642,WITHDRAWN,2010-07-30 07:00:00,,2012-07-09 07:00:00,,GLENN,,Photovoltaic,,,20.0,,
643V,WITHDRAWN,2010-07-31 07:00:00,,2011-09-09 07:00:00,,IMPERIAL,,Photovoltaic,,,250.0,,
643E,WITHDRAWN,2010-07-31 07:00:00,,2013-05-03 07:00:00,,FRESNO,,Photovoltaic,,,200.0,,
643F,WITHDRAWN,2010-07-31 07:00:00,,2013-05-14 07:00:00,,PLACER,,Photovoltaic,,,220.0,,
643H,WITHDRAWN,2010-07-31 07:00:00,,2011-09-13 07:00:00,,KINGS,,Photovoltaic,,,600.0,,
643I,WITHDRAWN,2010-07-31 07:00:00,,2013-05-03 07:00:00,,FRESNO,,Photovoltaic,,,200.0,,
643J,WITHDRAWN,2010-07-31 07:00:00,,2013-09-30 07:00:00,,FRESNO,,Photovoltaic,,,1.0,,
643K,WITHDRAWN,2010-07-31 07:00:00,,2011-09-13 07:00:00,,FRESNO,,Photovoltaic,,,289.0,,
643D,WITHDRAWN,2010-07-31 07:00:00,,2013-05-03 07:00:00,,KINGS,,Photovoltaic,,,150.0,,
643L,WITHDRAWN,2010-07-31 07:00:00,,2011-09-13 07:00:00,,FRESNO,,Photovoltaic,Combustion Turbine,,240.0,49.0,
643M,WITHDRAWN,2010-07-31 07:00:00,,2011-09-13 07:00:00,,FRESNO,,Photovoltaic,Combustion Turbine,,240.0,49.0,
643N,WITHDRAWN,2010-07-31 07:00:00,,2011-09-13 07:00:00,,FRESNO,,Photovoltaic,Combustion Turbine,,120.0,49.0,
643O,WITHDRAWN,2010-07-31 07:00:00,,2013-05-03 07:00:00,,YOLO,,Photovoltaic,,,20.0,,
643P,WITHDRAWN,2010-07-31 07:00:00,,2010-11-16 08:00:00,,KERN/LOS ANGELES,,Photovoltaic,,,480.0,,
643Q,WITHDRAWN,2010-07-31 07:00:00,,2010-11-23 08:00:00,,KERN,,Photovoltaic,,,80.0,,
643S,WITHDRAWN,2010-07-31 07:00:00,,2011-09-09 07:00:00,,FRESNO,,Photovoltaic,,,320.0,,
643U,WITHDRAWN,2010-07-31 07:00:00,,2011-09-09 07:00:00,,IMPERIAL,,Photovoltaic,,,500.0,,
643Z,WITHDRAWN,2010-07-31 07:00:00,,2011-07-29 07:00:00,,KERN,,Photovoltaic,,,150.0,,
643C,WITHDRAWN,2010-07-31 07:00:00,,2010-11-01 07:00:00,,BAJA CALIFORNIA,,Wind Turbine,,,540.0,,
643AH,WITHDRAWN,2010-07-31 07:00:00,,2010-09-09 07:00:00,,RIVERSIDE,,Photovoltaic,,,170.0,,
643AS,WITHDRAWN,2010-07-31 07:00:00,,2011-09-09 07:00:00,,RIVERSIDE,,Photovoltaic,,,200.0,,
643,WITHDRAWN,2010-07-31 07:00:00,,2011-09-02 07:00:00,,FRESNO,,Wind Turbine,,,149.5,,
643A,WITHDRAWN,2010-07-31 07:00:00,,2011-07-11 07:00:00,,KERN,,Photovoltaic,,,300.0,,
643AA,WITHDRAWN,2010-07-31 07:00:00,,2013-05-03 07:00:00,,LOS ANGELES,,Wind Turbine,,,200.1,,
643AB,WITHDRAWN,2010-07-31 07:00:00,,2010-07-26 07:00:00,,LOS ANGELES,,Steam Turbine,,,260.0,,
643AC,WITHDRAWN,2010-07-31 07:00:00,,2013-02-21 08:00:00,,RIVERSIDE,,Steam Turbine,,,750.0,,
643AD,WITHDRAWN,2010-07-31 07:00:00,,2011-06-27 07:00:00,,INYO,,Steam Turbine,,,95.0,,
643AF,WITHDRAWN,2010-07-31 07:00:00,,2010-09-09 07:00:00,,RIVERSIDE,,Photovoltaic,,,500.0,,
643AT,WITHDRAWN,2010-07-31 07:00:00,,2011-06-10 19:57:54,,CLARK,,Photovoltaic,,,242.0,,
643AG,WITHDRAWN,2010-07-31 07:00:00,,2011-06-27 07:00:00,,INYO,,Photovoltaic,,,50.0,,
643AK,WITHDRAWN,2010-07-31 07:00:00,,2011-07-28 18:08:39,,CHURCHILL,,Steam Turbine,,,5.6,,
643AL,WITHDRAWN,2010-07-31 07:00:00,,2011-09-09 07:00:00,,YUMA,,Steam Turbine,,,1000.0,,
643AN,WITHDRAWN,2010-07-31 07:00:00,,2011-07-19 07:00:00,,SAN DIEGO,,Photovoltaic,Wind Turbine,,66.0,20.0,
643AO,WITHDRAWN,2010-07-31 07:00:00,,2011-08-11 07:00:00,,IMPERIAL,,Photovoltaic,,,200.0,,
643AP,WITHDRAWN,2010-07-31 07:00:00,,2012-12-07 08:00:00,,IMPERIAL,,Wind Turbine,,,16.1,,
643AQ,WITHDRAWN,2010-07-31 07:00:00,,2011-09-09 07:00:00,,YUMA,,Photovoltaic,,,238.0,,
643AR,WITHDRAWN,2010-07-31 07:00:00,,2011-06-27 07:00:00,,CHURCHILL/PERSHING,,Steam Turbine,,,364.2,,
643AI,WITHDRAWN,2010-07-31 07:00:00,,2013-05-09 07:00:00,,CLARK,,Photovoltaic,,,300.0,,
643Y,WITHDRAWN,2010-07-31 07:00:00,,2011-09-14 07:00:00,,KINGS,,Photovoltaic,,,80.0,,
643B,WITHDRAWN,2010-07-31 07:00:00,,2010-11-26 08:00:00,,BAJA CALIFORNIA,,Wind Turbine,,,300.0,,
643AE,COMPLETED,2010-07-31 07:00:00,,,2020-12-11 08:00:00,RIVERSIDE,,Photovoltaic,Storage,,150.0,35.0,
643AJ,COMPLETED,2010-07-31 07:00:00,,,2019-01-29 08:00:00,KERN,,Photovoltaic,,,100.0,,
643AM,COMPLETED,2010-07-31 07:00:00,,,2014-08-15 07:00:00,IMPERIAL,,Photovoltaic,,,45.0,,
643G,COMPLETED,2010-07-31 07:00:00,,,2015-09-09 07:00:00,,,Steam Turbine,Steam Turbine,,27.15,27.15,
643R,COMPLETED,2010-07-31 07:00:00,,,2019-06-11 07:00:00,KERN,,Photovoltaic,Storage,,153.0,100.0,
643T,COMPLETED,2010-07-31 07:00:00,,,2014-01-01 08:00:00,MARICOPA,,Photovoltaic,,,165.0,,
643W,COMPLETED,2010-07-31 07:00:00,,,2021-10-29 07:00:00,KINGS,,Photovoltaic,Storage,,100.0,75.0,
643X,COMPLETED,2010-07-31 07:00:00,,,2022-03-16 07:00:00,FRESNO,,Photovoltaic,Storage,,200.0,72.0,
644,COMPLETED,2010-08-16 07:00:00,,,2015-12-23 08:00:00,MADERA,,Photovoltaic,,,20.0,,
644A,COMPLETED,2010-08-17 07:00:00,,,2017-07-25 07:00:00,SAN DIEGO,,Photovoltaic,,,20.0,,
645,WITHDRAWN,2010-08-19 07:00:00,,2012-02-17 08:00:00,,MONTEREY,,Photovoltaic,,,20.0,,
645A,WITHDRAWN,2010-08-23 07:00:00,,2016-07-07 07:00:00,,KERN,,Photovoltaic,,,20.0,,
646,WITHDRAWN,2010-08-25 07:00:00,,2012-07-11 17:49:42,,FRESNO,,Photovoltaic,,,8.0,,
647,WITHDRAWN,2010-08-25 07:00:00,,2012-07-09 07:00:00,,FRESNO,,Photovoltaic,,,20.0,,
649,WITHDRAWN,2010-08-25 07:00:00,,2012-07-09 07:00:00,,FRESNO,,Photovoltaic,,,11.75,,
648,WITHDRAWN,2010-08-25 07:00:00,,2016-11-21 08:00:00,,FRESNO,,Photovoltaic,,,20.0,,
650,WITHDRAWN,2010-09-07 07:00:00,,2011-01-20 08:00:00,,FRESNO,,Photovoltaic,,,20.0,,
650A,WITHDRAWN,2010-09-08 07:00:00,,2012-04-05 14:50:07,,LOS ANGELES,,Photovoltaic,,,20.0,,
650AB,COMPLETED,2010-09-08 07:00:00,,,2014-12-24 08:00:00,KINGS,,Photovoltaic,,,20.0,,
650AC,WITHDRAWN,2010-09-08 07:00:00,,2013-05-06 07:00:00,,KINGS,,Photovoltaic,,,20.0,,
650B,WITHDRAWN,2010-09-13 07:00:00,,2010-11-17 08:00:00,,RIVERSIDE,,Photovoltaic,,,20.0,,
651,WITHDRAWN,2010-09-16 07:00:00,,2012-07-17 07:00:00,,YUBA,,Photovoltaic,,,15.0,,
651A,COMPLETED,2010-09-21 07:00:00,,,2014-11-13 08:00:00,LOS ANGELES,,Photovoltaic,,,20.0,,
652,WITHDRAWN,2010-09-23 07:00:00,,2012-02-27 08:00:00,,FRESNO,,Photovoltaic,,,20.0,,
653B,ACTIVE,2010-09-29 07:00:00,,,,KERN,,Photovoltaic,Storage,,20.0,20.0,
653A,WITHDRAWN,2010-09-29 07:00:00,,2012-08-10 07:00:00,,KERN,,Photovoltaic,,,20.0,,
653BA,WITHDRAWN,2010-09-29 07:00:00,,2012-05-01 07:00:00,,KERN,,Photovoltaic,,,20.0,,
653,WITHDRAWN,2010-09-29 07:00:00,,2012-08-10 07:00:00,,KINGS,,Photovoltaic,,,20.0,,
653C,WITHDRAWN,2010-09-30 07:00:00,,2011-01-28 17:22:28,,SANTA BARBARA,,Photovoltaic,,,20.0,,
653D,WITHDRAWN,2010-09-30 07:00:00,,2012-07-09 07:00:00,,FRESNO,,Photovoltaic,,,20.0,,
653E,WITHDRAWN,2010-09-30 07:00:00,,2013-07-29 07:00:00,,FRESNO,,Photovoltaic,,,20.0,,
653EB,WITHDRAWN,2010-09-30 07:00:00,,2012-03-06 08:00:00,,KERN,,Photovoltaic,,,20.0,,
653EC,WITHDRAWN,2010-09-30 07:00:00,,2011-03-08 08:00:00,,KINGS/KERN,,Photovoltaic,,,20.0,,
653ED,WITHDRAWN,2010-09-30 07:00:00,,2015-02-13 08:00:00,,SAN DIEGO,,Photovoltaic,,,20.0,,
653EA,COMPLETED,2010-09-30 07:00:00,,,2015-04-07 07:00:00,KERN,,Photovoltaic,,,20.0,,
653EF,WITHDRAWN,2010-10-05 07:00:00,,2012-03-03 00:01:38,,KERN,,Photovoltaic,,,20.0,,
653F,ACTIVE,2010-10-13 07:00:00,,,,YOLO,,Photovoltaic,Storage,,12.0,12.1,
653FA,WITHDRAWN,2010-10-13 07:00:00,,2012-01-24 00:28:27,,LOS ANGELES,,Photovoltaic,,,20.0,,
653FB,WITHDRAWN,2010-10-13 07:00:00,,2012-01-24 00:27:32,,LOS ANGELES,,Photovoltaic,,,20.0,,
653G,WITHDRAWN,2010-10-20 07:00:00,,2012-03-06 08:00:00,,FRESNO,,Photovoltaic,,,20.0,,
653H,COMPLETED,2010-10-20 07:00:00,,,2016-12-01 08:00:00,LOS ANGELES,,Photovoltaic,,,10.0,,
649A,WITHDRAWN,2010-10-25 07:00:00,,2012-07-09 07:00:00,,SOLANO,,Photovoltaic,,,14.0,,
654,COMPLETED,2010-10-25 07:00:00,,,2015-02-19 08:00:00,KERN,,Photovoltaic,,,20.0,,
655,WITHDRAWN,2010-11-11 08:00:00,,2011-03-09 08:00:00,,KERN,,Photovoltaic,,,20.0,,
656,WITHDRAWN,2010-11-11 08:00:00,,2011-06-29 07:00:00,,KERN,,Photovoltaic,,,10.0,,
657,WITHDRAWN,2010-11-12 08:00:00,,2011-01-28 08:00:00,,BUTTE,,Photovoltaic,,,20.0,,
657A,WITHDRAWN,2010-11-15 08:00:00,,2012-03-02 08:00:00,,LOS ANGELES,,Photovoltaic,,,20.0,,
657B,WITHDRAWN,2010-11-19 08:00:00,,2012-03-02 08:00:00,,KERN,,Photovoltaic,,,20.0,,
663,WITHDRAWN,2010-12-15 08:00:00,,2012-05-03 22:52:54,,LOS ANGELES,,Photovoltaic,,,20.0,,
664,WITHDRAWN,2010-12-15 08:00:00,,2012-03-03 00:05:59,,LOS ANGELES,,Photovoltaic,,,20.0,,
659,COMPLETED,2010-12-15 08:00:00,,,2016-05-06 07:00:00,LOS ANGELES,,Photovoltaic,,,20.0,,
660,COMPLETED,2010-12-15 08:00:00,,,2014-11-14 08:00:00,LOS ANGELES,,Photovoltaic,,,20.0,,
662,COMPLETED,2010-12-15 08:00:00,,,2015-11-30 08:00:00,LOS ANGELES,,Photovoltaic,,,20.0,,
727,WITHDRAWN,2011-03-31 07:00:00,,2012-04-02 07:00:00,,KERN,,Photovoltaic,,,150.0,,
749,WITHDRAWN,2011-03-31 07:00:00,,2012-03-20 07:00:00,,KERN,,Photovoltaic,,,5.0,,
748,WITHDRAWN,2011-03-31 07:00:00,,2012-03-20 07:00:00,,KERN,,Photovoltaic,,,20.0,,
747,WITHDRAWN,2011-03-31 07:00:00,,2012-03-20 07:00:00,,KERN,,Photovoltaic,,,20.0,,
745,WITHDRAWN,2011-03-31 07:00:00,,2011-06-20 07:00:00,,FRESNO,,Photovoltaic,,,20.0,,
743,WITHDRAWN,2011-03-31 07:00:00,,2012-04-17 07:00:00,,KERN,,Photovoltaic,,,100.0,,
742,WITHDRAWN,2011-03-31 07:00:00,,2011-06-13 07:00:00,,YOLO,,Photovoltaic,,,20.0,,
740,WITHDRAWN,2011-03-31 07:00:00,,2013-05-08 07:00:00,,CLARK,,Steam Turbine,,,270.0,,
739,WITHDRAWN,2011-03-31 07:00:00,,2012-03-22 14:20:28,,SAN DIEGO,,Combined Cycle,,,20.0,,
736,WITHDRAWN,2011-03-31 07:00:00,,2012-03-22 14:42:09,,RIVERSIDE,,Photovoltaic,,,150.0,,
735,WITHDRAWN,2011-03-31 07:00:00,,2011-12-21 21:25:25,,IMPERIAL ,,Photovoltaic,,,200.0,,
