q_id,q_status,q_date,ia_date,wd_date,on_date,county_1,type_clean,type1,type2,type3,mw1,mw2,mw3
220,WITHDRAWN,2007-05-23 07:00:00,,2009-12-07 21:22:03,,SAN BERNARDINO,,Photovoltaic,,,450.0,,
223,WITHDRAWN,2007-05-29 07:00:00,,2008-08-15 16:34:00,,SAN BERNARDINO,,Wind Turbine,,,170.0,,
224,WITHDRAWN,2007-05-30 07:00:00,,2007-07-23 07:00:00,,SAN DIEGO,,Reciprocating Engine,,,99.0,,
225,WITHDRAWN,2007-06-04 07:00:00,,2011-04-01 22:33:50,,RIVERSIDE,,Combined Cycle,,,640.0,,
226,WITHDRAWN,2007-06-05 07:00:00,,2008-04-03 07:00:00,,SAN DIEGO,,Combined Cycle,,,620.0,,
227,WITHDRAWN,2007-06-14 07:00:00,,2008-03-10 07:00:00,,MARIN,,Wind Turbine,,,175.0,,
228,WITHDRAWN,2007-06-20 07:00:00,,2007-10-22 07:00:00,,ALAMEDA,,Gas Turbine,,,630.0,,
230,WITHDRAWN,2007-06-21 07:00:00,,2009-12-07 23:58:08,,SAN BERNARDINO,,Photovoltaic,,,1000.0,,
229,WITHDRAWN,2007-06-21 07:00:00,,2009-12-07 23:54:59,,SAN BERNARDINO,,Photovoltaic,,,1000.0,,
231,WITHDRAWN,2007-06-25 07:00:00,,2008-11-26 08:00:00,,RIVERSIDE,,Wind Turbine,,,50.0,,
232,WITHDRAWN,2007-06-26 07:00:00,,2007-08-06 07:00:00,,SAN DIEGO,,Reciprocating Engine,,,99.0,,
234,WITHDRAWN,2007-06-27 07:00:00,,2011-04-04 15:26:32,,CLARK,,Steam Turbine,,,400.0,,
233,COMPLETED,2007-06-27 07:00:00,,,2013-12-30 08:00:00,SAN BERNARDINO,,Steam Turbine,,,132.0,,
235,WITHDRAWN,2007-06-29 07:00:00,,2008-11-26 08:00:00,,CONTRA COSTA,,Gas Turbine,,,630.0,,
236,WITHDRAWN,2007-06-29 07:00:00,,2008-11-26 08:00:00,,SAN JOAQUIN,,Gas Turbine,,,630.0,,
237,WITHDRAWN,2007-07-02 07:00:00,,2008-11-24 08:00:00,,CLARK,,Combined Cycle,,,634.0,,
238,WITHDRAWN,2007-07-11 07:00:00,,2008-11-26 08:00:00,,SAN LUIS OBISPO,,Photovoltaic,,,45.0,,
239,COMPLETED,2007-07-11 07:00:00,,,2014-02-13 08:00:00,SAN LUIS OBISPO,,Photovoltaic,,,250.0,,
240,WITHDRAWN,2007-07-12 07:00:00,,2013-11-06 16:31:55,,SAN BERNARDINO,,Steam Turbine,,,400.0,,
241,WITHDRAWN,2007-07-12 07:00:00,,2014-01-10 21:39:48,,SAN BERNARDINO,,Steam Turbine,,,400.0,,
242,COMPLETED,2007-07-13 07:00:00,,,2014-10-27 07:00:00,SAN LUIS OBISPO,,Photovoltaic,,,150.0,,
245,WITHDRAWN,2007-07-16 07:00:00,,2008-11-26 08:00:00,,RIVERSIDE,,Wind Turbine,,,228.0,,
243,WITHDRAWN,2007-07-16 07:00:00,,2008-11-26 08:00:00,,SAN BERNARDINO,,Wind Turbine,,,429.0,,
244,WITHDRAWN,2007-07-16 07:00:00,,2008-11-26 08:00:00,,KERN/INYO,,Wind Turbine,,,120.0,,
246,WITHDRAWN,2007-07-17 07:00:00,,2008-11-26 08:00:00,,KERN,,Wind Turbine,,,120.0,,
247,WITHDRAWN,2007-07-30 07:00:00,,2011-04-07 21:21:01,,MADERA,,Combined Cycle,,,67.0,,
248,WITHDRAWN,2007-07-30 07:00:00,,2015-07-01 21:14:51,,SAN JOAQUIN,,Combined Cycle,,,67.0,,
249,WITHDRAWN,2007-07-30 07:00:00,,2008-11-26 08:00:00,,MONTEREY,,Wind Turbine,,,105.0,,
250,WITHDRAWN,2007-07-30 07:00:00,,2013-06-04 07:00:00,,LAKE/COLUSA,,Wind Turbine,,,66.2,,
251,WITHDRAWN,2007-08-01 07:00:00,,2008-11-26 08:00:00,,RIVERSIDE,,Photovoltaic,,,200.0,,
252,COMPLETED,2007-08-06 07:00:00,,,2010-02-07 08:00:00,LOS ANGELES,,Steam Turbine,,,25.96,,
253,WITHDRAWN,2007-08-13 07:00:00,,2008-11-26 08:00:00,,SANTA BARBARA,,Wind Turbine,,,40.0,,
254,WITHDRAWN,2007-08-21 07:00:00,,2015-08-24 07:00:00,,KINGS,,Combined Cycle,,,600.0,,
255,WITHDRAWN,2007-08-23 07:00:00,,2011-01-26 08:00:00,,KERN,,Steam Turbine,,,250.0,,
256,WITHDRAWN,2007-08-23 07:00:00,,2007-09-24 07:00:00,,FRESNO,,Photovoltaic,,,30.0,,
257,WITHDRAWN,2007-09-10 07:00:00,,2011-04-21 16:06:11,,SOLANO,,Combined Cycle,,,575.0,,
259,WITHDRAWN,2007-09-12 07:00:00,,2008-12-11 23:51:23,,SUTTER,,Combined Cycle,,,345.0,,
260,WITHDRAWN,2007-09-12 07:00:00,,2008-11-26 08:00:00,,SAN JOAQUIN,,Combined Cycle,,,260.0,,
258,WITHDRAWN,2007-09-12 07:00:00,,2018-08-28 07:00:00,,CONTRA COSTA,,Combined Cycle,,,651.0,,
261,WITHDRAWN,2007-09-28 07:00:00,,2008-11-26 08:00:00,,LOS ANGELES,,Combined Cycle,,,104.0,,
261A,COMPLETED,2007-10-09 07:00:00,,,2010-04-20 07:00:00,FRESNO,,Photovoltaic,,,5.0,,
262,WITHDRAWN,2007-10-10 07:00:00,,2008-06-03 07:00:00,,SOLANO,,Reciprocating Engine,,,390.6,,
263,WITHDRAWN,2007-10-10 07:00:00,,2008-02-13 08:00:00,,CLARK,,Combined Cycle,,,634.0,,
264,WITHDRAWN,2007-10-15 07:00:00,,2009-12-17 19:16:30,,SAN BERNARDINO,,Wind Turbine,,,300.0,,
265,WITHDRAWN,2007-10-16 07:00:00,,2007-12-05 08:00:00,,RIVERSIDE,,Photovoltaic,,,25.0,,
266,WITHDRAWN,2007-10-19 07:00:00,,2008-11-26 08:00:00,,SUTTER,,Combined Cycle,,,325.0,,
267,COMPLETED,2007-10-23 07:00:00,,,2012-07-16 07:00:00,SAN JOAQUIN,,Combined Cycle,,,280.0,,
268,ACTIVE,2007-10-24 07:00:00,,,,SAN JOAQUIN,,Steam Turbine,Storage,,145.0,40.0,
269,WITHDRAWN,2007-10-31 07:00:00,,2011-04-07 21:53:16,,SAN JOAQUIN,,Reciprocating Engine,,,371.3,,
270,WITHDRAWN,2007-11-01 07:00:00,,2009-12-07 23:56:05,,RIVERSIDE,,Photovoltaic,,,700.0,,
273,WITHDRAWN,2007-11-01 07:00:00,,2008-01-25 08:00:00,,KINGS,,Combined Cycle,,,99.0,,
272,ACTIVE,2007-11-01 07:00:00,,,,KINGS,,Photovoltaic,Storage,,123.0,73.8,
271,WITHDRAWN,2007-11-01 07:00:00,,2009-12-07 22:18:33,,SAN BERNARDINO,,Photovoltaic,,,400.0,,
274,COMPLETED,2007-11-05 08:00:00,,,2008-08-24 07:00:00,SAN DIEGO,,Combined Cycle,,,54.0,,
275,WITHDRAWN,2007-11-07 08:00:00,,2011-04-07 22:04:02,,SOLANO,,Gas Turbine,,,630.0,,
276,WITHDRAWN,2007-11-09 08:00:00,,2008-11-18 08:00:00,,CONTRA COSTA,,Combined Cycle,,,650.0,,
277,WITHDRAWN,2007-11-15 08:00:00,,2008-03-06 08:00:00,,SAN BERNARDINO,,Wind Turbine,,,75.0,,
280,WITHDRAWN,2007-11-30 08:00:00,,2008-11-18 08:00:00,,MENDOCINO,,Hydro,,,40.0,,
279,WITHDRAWN,2007-11-30 08:00:00,,2008-02-29 08:00:00,,HUMBOLDT,,Hydro,,,40.0,,
281,WITHDRAWN,2007-12-03 08:00:00,,2008-05-27 07:00:00,,SAN JOAQUIN,,Combined Cycle,,,500.0,,
282,WITHDRAWN,2007-12-12 08:00:00,,2014-12-03 08:00:00,,MADERA,,Steam Turbine,,,29.0,,
283,WITHDRAWN,2007-12-12 08:00:00,,2011-04-12 19:50:20,,FRESNO,,Steam Turbine,,,106.8,,
284,WITHDRAWN,2007-12-13 08:00:00,,2008-11-26 08:00:00,,MENDOCINO,,Reciprocating Engine,,,115.0,,
285,WITHDRAWN,2007-12-13 08:00:00,,2008-11-26 08:00:00,,SAN BERNARDINO,,Wind Turbine,,,150.0,,
286,WITHDRAWN,2007-12-20 08:00:00,,2008-05-07 07:00:00,,IMPERIAL,,Steam Turbine,,,375.0,,
288,WITHDRAWN,2007-12-21 08:00:00,,2008-05-14 07:00:00,,SAN LUIS OBISPO,,Photovoltaic,,,375.0,,
289,WITHDRAWN,2007-12-21 08:00:00,,2008-05-29 07:00:00,,SAN BERNARDINO,,Steam Turbine,,,375.0,,
287,WITHDRAWN,2007-12-21 08:00:00,,2011-04-12 19:58:49,,KERN,,Steam Turbine,,,231.0,,
291,WITHDRAWN,2007-12-27 08:00:00,,2008-11-20 08:00:00,,SAN BERNARDINO,,Steam Turbine,,,250.0,,
292,WITHDRAWN,2007-12-27 08:00:00,,2008-02-06 08:00:00,,KERN,,Steam Turbine,,,250.0,,
290,WITHDRAWN,2007-12-27 08:00:00,,2009-12-07 21:18:07,,SAN BERNARDINO,,Steam Turbine,,,750.0,,
293,WITHDRAWN,2008-01-03 08:00:00,,2008-12-09 08:00:00,,FRESNO,,Reciprocating Engine,,,5.2,,
294,COMPLETED,2008-01-16 08:00:00,,,,RIVERSIDE,,Photovoltaic,Storage,,485.0,340.0,
295,WITHDRAWN,2008-01-17 08:00:00,,2009-12-07 21:17:15,,SAN BERNARDINO,,Steam Turbine,,,300.0,,
297,ACTIVE,2008-01-18 08:00:00,,,,LOS ANGELES,,Steam Turbine,Storage,,66.0,66.0,
296,WITHDRAWN,2008-01-18 08:00:00,,2008-05-23 07:00:00,,LOS ANGELES,,Steam Turbine,,,33.0,,
298,WITHDRAWN,2008-01-23 08:00:00,,2008-11-19 08:00:00,,CLARK,,Steam Turbine,,,140.0,,
299,WITHDRAWN,2008-01-29 08:00:00,,2011-01-26 08:00:00,,KINGS,,Combined Cycle,,,27.0,,
300,WITHDRAWN,2008-02-04 08:00:00,,2011-05-17 07:00:00,,KERN,,Combined Cycle,,,400.0,,
301,WITHDRAWN,2008-02-08 08:00:00,,2008-10-27 07:00:00,,SAN BERNARDINO,,Photovoltaic,,,500.0,,
302,WITHDRAWN,2008-02-19 08:00:00,,2008-04-07 07:00:00,,SAN BERNARDINO,,Photovoltaic,,,200.0,,
303,WITHDRAWN,2008-02-27 08:00:00,,2008-10-27 07:00:00,,BAJA CALIFORNIA,,Wind Turbine,,,500.0,,
304,COMPLETED,2008-02-28 08:00:00,,,2013-03-08 08:00:00,TULARE,,Photovoltaic,,,50.0,,
305,WITHDRAWN,2008-03-10 07:00:00,,2010-12-08 17:44:50,,CONTRA COSTA,,Combined Cycle,,,611.0,,
310,WITHDRAWN,2008-03-11 07:00:00,,2008-04-24 07:00:00,,LOS ANGELES,,Photovoltaic,,,100.0,,
309,WITHDRAWN,2008-03-11 07:00:00,,2011-03-23 18:18:51,,LOS ANGELES,,Photovoltaic,,,100.0,,
306,WITHDRAWN,2008-03-11 07:00:00,,2008-11-20 08:00:00,,SAN JOAQUIN,,Gas Turbine,,,200.0,,
318,WITHDRAWN,2008-03-11 07:00:00,,2008-04-24 07:00:00,,KERN,,Photovoltaic,,,100.0,,
307,WITHDRAWN,2008-03-11 07:00:00,,2008-04-24 07:00:00,,LOS ANGELES,,Photovoltaic,,,100.0,,
308,WITHDRAWN,2008-03-11 07:00:00,,2008-04-24 07:00:00,,LOS ANGELES,,Photovoltaic,,,100.0,,
319,WITHDRAWN,2008-03-11 07:00:00,,2008-04-24 07:00:00,,LOS ANGELES,,Photovoltaic,,,100.0,,
316,WITHDRAWN,2008-03-11 07:00:00,,2008-04-24 07:00:00,,LOS ANGELES,,Photovoltaic,,,100.0,,
315,WITHDRAWN,2008-03-11 07:00:00,,2008-04-24 07:00:00,,LOS ANGELES,,Photovoltaic,,,100.0,,
314,WITHDRAWN,2008-03-11 07:00:00,,2008-04-24 07:00:00,,LOS ANGELES,,Photovoltaic,,,100.0,,
313,WITHDRAWN,2008-03-11 07:00:00,,2008-04-24 07:00:00,,LOS ANGELES,,Photovoltaic,,,100.0,,
312,WITHDRAWN,2008-03-11 07:00:00,,2008-05-06 07:00:00,,LOS ANGELES,,Photovoltaic,,,100.0,,
311,WITHDRAWN,2008-03-11 07:00:00,,2008-04-24 07:00:00,,LOS ANGELES,,Photovoltaic,,,100.0,,
317,WITHDRAWN,2008-03-11 07:00:00,,2011-03-23 17:41:45,,LOS ANGELES,,Photovoltaic,,,100.0,,
320,COMPLETED,2008-03-12 07:00:00,,,2013-05-01 07:00:00,CONTRA COSTA,,Combustion Turbine,,,100.0,,
321,WITHDRAWN,2008-03-18 07:00:00,,2010-12-08 18:53:28,,PLUMAS,,Wind Turbine,,,100.0,,
322,WITHDRAWN,2008-03-18 07:00:00,,2010-12-08 16:41:56,,CONTRA COSTA,,Combined Cycle,,,611.0,,
328,WITHDRAWN,2008-03-27 07:00:00,,2008-04-24 07:00:00,,KERN,,Photovoltaic,,,100.0,,
326,WITHDRAWN,2008-03-27 07:00:00,,2008-04-24 07:00:00,,KERN,,Photovoltaic,,,100.0,,
325,WITHDRAWN,2008-03-27 07:00:00,,2008-04-24 07:00:00,,KERN,,Photovoltaic,,,100.0,,
323,WITHDRAWN,2008-03-27 07:00:00,,2008-04-24 07:00:00,,KERN,,Photovoltaic,,,100.0,,
327,WITHDRAWN,2008-03-27 07:00:00,,2008-11-21 08:00:00,,KERN,,Photovoltaic,,,100.0,,
324,WITHDRAWN,2008-03-27 07:00:00,,2008-04-24 07:00:00,,SAN BERNARDINO,,Photovoltaic,,,250.0,,
329,WITHDRAWN,2008-03-31 07:00:00,,2008-11-26 08:00:00,,KERN,,Steam Turbine,,,264.0,,
330,WITHDRAWN,2008-03-31 07:00:00,,2008-11-26 08:00:00,,LOS ANGELES,,Steam Turbine,,,33.0,,
331,WITHDRAWN,2008-03-31 07:00:00,,2008-11-26 08:00:00,,KERN,,Steam Turbine,,,231.0,,
332,WITHDRAWN,2008-03-31 07:00:00,,2008-11-26 08:00:00,,KERN,,Steam Turbine,,,264.0,,
333,WITHDRAWN,2008-03-31 07:00:00,,2008-11-26 08:00:00,,SAN BERNARDINO,,Steam Turbine,,,33.0,,
335,WITHDRAWN,2008-04-04 07:00:00,,2008-05-05 07:00:00,,ALAMEDA,,Reciprocating Engine,,,99.0,,
334,COMPLETED,2008-04-04 07:00:00,,,2012-06-30 07:00:00,ALAMEDA,,Combustion Turbine,,,195.9,,
336,WITHDRAWN,2008-04-07 07:00:00,,2008-11-21 08:00:00,,SAN DIEGO,,Photovoltaic,,,75.0,,
338,WITHDRAWN,2008-04-17 07:00:00,,2008-11-25 08:00:00,,FRESNO,,Combined Cycle,,,10.0,,
339,WITHDRAWN,2008-04-18 07:00:00,,2008-11-25 08:00:00,,SAN FRANCISCO,,Gas Turbine,,,50.0,,
337,COMPLETED,2008-04-18 07:00:00,,,2013-02-12 08:00:00,SAN DIEGO,,Photovoltaic,,,26.0,,
340,COMPLETED,2008-04-22 07:00:00,,,2013-03-08 08:00:00,TULARE,,Photovoltaic,,,20.0,,
341,WITHDRAWN,2008-04-23 07:00:00,,2008-11-25 08:00:00,,MERCED,,Gas Turbine,,,525.0,,
345,WITHDRAWN,2008-04-25 07:00:00,,2008-11-21 08:00:00,,LOS ANGELES,,Photovoltaic,,,40.0,,
344,WITHDRAWN,2008-04-25 07:00:00,,2010-07-12 20:11:47,,LOS ANGELES,,Photovoltaic,,,40.0,,
343,WITHDRAWN,2008-04-25 07:00:00,,2008-11-21 08:00:00,,LOS ANGELES,,Photovoltaic,,,40.0,,
346,WITHDRAWN,2008-04-25 07:00:00,,2008-11-21 08:00:00,,LOS ANGELES,,Photovoltaic,,,30.0,,
353,WITHDRAWN,2008-04-25 07:00:00,,2008-11-25 08:00:00,,FRESNO,,Gas Turbine,,,49.0,,
347,WITHDRAWN,2008-04-25 07:00:00,,2010-07-12 20:12:29,,LOS ANGELES,,Photovoltaic,,,50.0,,
350,WITHDRAWN,2008-04-25 07:00:00,,2010-07-12 20:09:49,,SAN BERNARDINO,,Photovoltaic,,,80.0,,
354,WITHDRAWN,2008-04-25 07:00:00,,2008-11-25 08:00:00,,FRESNO,,Gas Turbine,,,49.0,,
352,WITHDRAWN,2008-04-25 07:00:00,,2008-11-25 08:00:00,,STANISLAUS,,Gas Turbine,,,49.0,,
351,WITHDRAWN,2008-04-25 07:00:00,,2008-11-25 08:00:00,,YOLO,,Gas Turbine,,,49.0,,
355,WITHDRAWN,2008-04-28 07:00:00,,2008-11-20 08:00:00,,SAN LUIS OBISPO,,Photovoltaic,,,100.0,,
357,WITHDRAWN,2008-04-28 07:00:00,,2010-12-07 23:18:26,,KERN,,Photovoltaic,,,100.0,,
356,COMPLETED,2008-04-28 07:00:00,,,2017-11-30 08:00:00,SAN LUIS OBISPO,,Photovoltaic,,,40.0,,
358,WITHDRAWN,2008-04-30 07:00:00,,2008-11-20 08:00:00,,KERN,,Photovoltaic,,,100.0,,
360,WITHDRAWN,2008-05-01 07:00:00,,2008-07-11 07:00:00,,COLUSA,,Gas Turbine,,,200.0,,
359,WITHDRAWN,2008-05-01 07:00:00,,2008-11-26 08:00:00,,SAN BERNARDINO,,Photovoltaic,,,350.0,,
362,WITHDRAWN,2008-05-02 07:00:00,,2008-11-26 08:00:00,,RIVERSIDE,,Steam Turbine,,,300.0,,
361,WITHDRAWN,2008-05-02 07:00:00,,2008-11-26 08:00:00,,RIVERSIDE,,Steam Turbine,,,200.0,,
363,WITHDRAWN,2008-05-06 07:00:00,,2010-07-12 20:10:46,,KERN,,Photovoltaic,,,700.0,,
364,WITHDRAWN,2008-05-06 07:00:00,,2008-11-21 08:00:00,,KERN,,Photovoltaic,,,700.0,,
366,WITHDRAWN,2008-05-12 07:00:00,,2008-10-30 07:00:00,,ALAMEDA,,Reciprocating Engine,,,115.5,,
367,WITHDRAWN,2008-05-12 07:00:00,,2008-11-24 08:00:00,,SANTA BARBARA,,Photovoltaic,,,50.0,,
365,COMPLETED,2008-05-12 07:00:00,,,2022-06-27 07:00:00,RIVERSIDE,,Photovoltaic,Storage,,457.0,50.0,
369,WITHDRAWN,2008-05-16 07:00:00,,2008-10-24 07:00:00,,RIVERSIDE,,Hydro,,,1300.0,,
368,WITHDRAWN,2008-05-16 07:00:00,,2008-11-20 08:00:00,,SAN DIEGO,,Gas Turbine,,,150.0,,
370,WITHDRAWN,2008-05-19 07:00:00,,2008-11-24 08:00:00,,SOLANO,,Gas Turbine,,,390.4,,
372,WITHDRAWN,2008-05-21 07:00:00,,2013-09-10 19:33:05,,KINGS,,Photovoltaic,,,20.0,,
371,WITHDRAWN,2008-05-23 07:00:00,,2008-11-26 08:00:00,,FRESNO,,Combined Cycle,,,337.5,,
373,WITHDRAWN,2008-05-27 07:00:00,,2008-11-26 08:00:00,,SAN JOAQUIN,,Gas Turbine,,,315.0,,
374,WITHDRAWN,2008-05-27 07:00:00,,2008-11-25 08:00:00,,GLENN,,Gas Turbine,,,49.0,,
379,WITHDRAWN,2008-05-28 07:00:00,,2010-12-07 21:18:02,,SUTTER,,Combined Cycle,,,600.0,,
376,WITHDRAWN,2008-05-28 07:00:00,,2008-12-19 08:00:00,,SAN BERNARDINO,,Steam Turbine,,,612.0,,
378,ACTIVE,2008-05-28 07:00:00,,,,SANTA CLARA,,Combined Cycle,Storage,,120.0,3.0,
375,WITHDRAWN,2008-05-28 07:00:00,,2008-11-26 08:00:00,,KERN,,Steam Turbine,,,49.9,,
377,WITHDRAWN,2008-05-28 07:00:00,,2008-11-26 08:00:00,,ALAMEDA ,,Gas Turbine,,,600.0,,
380,WITHDRAWN,2008-05-29 07:00:00,,2008-11-12 08:00:00,,SAN BERNARDINO,,Steam Turbine,,,145.0,,
381,WITHDRAWN,2008-05-29 07:00:00,,2009-12-07 21:19:47,,CLARK,,Steam Turbine,,,240.0,,
382,WITHDRAWN,2008-05-29 07:00:00,,2009-12-07 21:19:01,,SAN BERNARDINO,,Steam Turbine,,,290.0,,
383,WITHDRAWN,2008-05-29 07:00:00,,2014-11-18 08:00:00,,LOS ANGELES,,Combined Cycle,,,85.0,,
384,WITHDRAWN,2008-05-29 07:00:00,,2009-11-02 22:10:05,,SAN BERNARDINO,,Steam Turbine,,,900.0,,
385,WITHDRAWN,2008-05-29 07:00:00,,2009-11-02 22:09:11,,SAN BERNARDINO,,Steam Turbine,,,600.0,,
399,WITHDRAWN,2008-05-29 07:00:00,,2011-03-22 20:12:39,,CHURCHILL,,Steam Turbine,,,60.7,,
398,WITHDRAWN,2008-05-29 07:00:00,,2011-02-08 08:00:00,,CHURCHILL,,Steam Turbine,,,60.7,,
386,WITHDRAWN,2008-05-29 07:00:00,,2011-03-22 21:00:01,,IMPERIAL,,Steam Turbine,,,600.0,,
396,WITHDRAWN,2008-05-29 07:00:00,,2011-02-08 08:00:00,,CHURCHILL,,Steam Turbine,,,60.7,,
395,WITHDRAWN,2008-05-29 07:00:00,,2008-11-26 08:00:00,,CHURCHILL,,Steam Turbine,,,52.5,,
394,WITHDRAWN,2008-05-29 07:00:00,,2011-02-08 08:00:00,,CHURCHILL,,Steam Turbine,,,60.7,,
393,WITHDRAWN,2008-05-29 07:00:00,,2011-02-07 08:00:00,,INYO,,Steam Turbine,,,15.0,,
392,WITHDRAWN,2008-05-29 07:00:00,,2011-02-07 08:00:00,,INYO,,Steam Turbine,,,15.0,,
397,WITHDRAWN,2008-05-29 07:00:00,,2008-11-26 08:00:00,,CHURCHILL,,Steam Turbine,,,52.5,,
390,WITHDRAWN,2008-05-29 07:00:00,,2009-12-17 19:18:00,,MARICOPA,,Steam Turbine,,,300.0,,
389,WITHDRAWN,2008-05-29 07:00:00,,2009-12-17 19:13:49,,MARICOPA,,Steam Turbine,,,900.0,,
388,WITHDRAWN,2008-05-29 07:00:00,,2011-03-22 20:54:32,,LA PAZ/MARICOPA,,Steam Turbine,,,900.0,,
387,WITHDRAWN,2008-05-29 07:00:00,,2011-03-22 20:57:37,,LA PAZ,,Steam Turbine,,,900.0,,
391,WITHDRAWN,2008-05-29 07:00:00,,2011-02-07 08:00:00,,INYO,,Steam Turbine,,,15.0,,
435,WITHDRAWN,2008-05-30 07:00:00,,2011-04-21 16:17:35,,LA PAZ,,Steam Turbine,,,250.0,,
436,WITHDRAWN,2008-05-30 07:00:00,,2008-11-26 08:00:00,,MARICOPA,,Steam Turbine,,,250.0,,
437,WITHDRAWN,2008-05-30 07:00:00,,2008-10-24 07:00:00,,SHASTA,,Wind Turbine,,,350.0,,
438,WITHDRAWN,2008-05-30 07:00:00,,2008-11-26 08:00:00,,KERN,,Wind Turbine,,,500.0,,
439,WITHDRAWN,2008-05-30 07:00:00,,2008-11-26 08:00:00,,RIVERSIDE ,,Steam Turbine,,,500.0,,
440,WITHDRAWN,2008-05-30 07:00:00,,2008-11-26 08:00:00,,KERN,,Steam Turbine,,,500.0,,
441,WITHDRAWN,2008-05-30 07:00:00,,2008-11-26 08:00:00,,LAKE,,Steam Turbine,,,50.0,,
444,WITHDRAWN,2008-05-30 07:00:00,,2008-11-25 08:00:00,,SAN DIEGO,,Gas Turbine,,,49.0,,
445,WITHDRAWN,2008-05-30 07:00:00,,2008-11-25 08:00:00,,SAN DIEGO,,Gas Turbine,,,49.0,,
446,WITHDRAWN,2008-05-30 07:00:00,,2008-11-25 08:00:00,,ORANGE,,Gas Turbine,,,49.0,,
434,WITHDRAWN,2008-05-30 07:00:00,,2008-11-26 08:00:00,, SAN BERNARDINO,,Steam Turbine,,,500.0,,
448,WITHDRAWN,2008-05-30 07:00:00,,2008-11-25 08:00:00,,SAN DIEGO,,Gas Turbine,,,49.0,,
449,WITHDRAWN,2008-05-30 07:00:00,,2008-12-19 08:00:00,,RIVERSIDE,,Steam Turbine,,,250.0,,
450,WITHDRAWN,2008-05-30 07:00:00,,2008-11-26 08:00:00,,LOS ANGELES/KERN,,Wind Turbine,,,1150.0,,
451,WITHDRAWN,2008-05-30 07:00:00,,2008-11-26 08:00:00,,SAN BERNARDINO,,Steam Turbine,,,1150.0,,
443,WITHDRAWN,2008-05-30 07:00:00,,2008-11-25 08:00:00,,SAN DIEGO,,Gas Turbine,,,49.0,,
447,WITHDRAWN,2008-05-30 07:00:00,,2008-11-25 08:00:00,,SAN DIEGO,,Gas Turbine,,,49.0,,
432,WITHDRAWN,2008-05-30 07:00:00,,2011-04-21 16:16:48,,RIVERSIDE,,Steam Turbine,,,250.0,,
430,WITHDRAWN,2008-05-30 07:00:00,,2011-03-22 17:01:43,,KERN,,Steam Turbine,,,250.0,,
400,WITHDRAWN,2008-05-30 07:00:00,,2008-07-22 07:00:00,,KERN,,Photovoltaic,,,700.0,,
401,WITHDRAWN,2008-05-30 07:00:00,,2008-07-28 07:00:00,,LOS ANGELES,,Steam Turbine,,,49.85,,
402,WITHDRAWN,2008-05-30 07:00:00,,2008-08-19 07:00:00,,KERN,,Combined Cycle,,,600.0,,
403,WITHDRAWN,2008-05-30 07:00:00,,2010-12-07 20:54:38,,KERN,,Photovoltaic,,,30.0,,
404,WITHDRAWN,2008-05-30 07:00:00,,2008-08-19 07:00:00,,KERN,,Gas Turbine,,,450.0,,
405,WITHDRAWN,2008-05-30 07:00:00,,2008-11-26 08:00:00,,IMPERIAL ,,Steam Turbine,,,450.0,,
406,WITHDRAWN,2008-05-30 07:00:00,,2008-11-26 08:00:00,,SAN DIEGO,,Wind Turbine,,,130.0,,
409,WITHDRAWN,2008-05-30 07:00:00,,2012-04-24 23:11:24,,KERN,,Wind Turbine,,,150.0,,
410,WITHDRAWN,2008-05-30 07:00:00,,2008-11-26 08:00:00,,RIVERSIDE,,Steam Turbine,,,49.5,,
411,WITHDRAWN,2008-05-30 07:00:00,,2008-11-26 08:00:00,,RIVERSIDE,,Steam Turbine,,,49.5,,
413,WITHDRAWN,2008-05-30 07:00:00,,2008-11-21 08:00:00,,SAN BERNARDINO,,Steam Turbine,,,280.0,,
433,WITHDRAWN,2008-05-30 07:00:00,,2008-11-26 08:00:00,, SAN BERNARDINO,,Steam Turbine,,,250.0,,
414,WITHDRAWN,2008-05-30 07:00:00,,2008-11-21 08:00:00,,IMPERIAL,,Steam Turbine,,,280.0,,
416,WITHDRAWN,2008-05-30 07:00:00,,2008-11-21 08:00:00,,RIVERSIDE,,Steam Turbine,,,280.0,,
417,WITHDRAWN,2008-05-30 07:00:00,,2013-12-04 08:00:00,,CONTRA COSTA,,Wind Turbine,,,14.0,,
418,WITHDRAWN,2008-05-30 07:00:00,,2008-11-25 08:00:00,,SAN JOAQUIN,,Gas Turbine,,,400.0,,
419,WITHDRAWN,2008-05-30 07:00:00,,2008-11-26 08:00:00,,FRESNO,,Gas Turbine,,,188.0,,
420,WITHDRAWN,2008-05-30 07:00:00,,2009-12-11 18:06:09,,SAN DIEGO,,Steam Turbine,,,49.5,,
422,WITHDRAWN,2008-05-30 07:00:00,,2008-11-26 08:00:00,,RIVERSIDE,,Steam Turbine,,,49.5,,
423,WITHDRAWN,2008-05-30 07:00:00,,2008-11-26 08:00:00,,RIVERSIDE,,Steam Turbine,,,49.5,,
425,WITHDRAWN,2008-05-30 07:00:00,,2008-11-26 08:00:00,,RIVERSIDE ,,Steam Turbine,,,250.0,,
426,WITHDRAWN,2008-05-30 07:00:00,,2008-11-26 08:00:00,,CLARK,,Steam Turbine,,,250.0,,
427,WITHDRAWN,2008-05-30 07:00:00,,2009-12-17 19:14:30,,KERN,,Steam Turbine,,,250.0,,
428,WITHDRAWN,2008-05-30 07:00:00,,2008-11-26 08:00:00,, SAN BERNARDINO,,Steam Turbine,,,250.0,,
